DAY,TOTAL BALANCE,STATUS
62,797983.4679796983,Bought 1 units for price $3348.4214945874837
63,794602.6674813584,Bought 1 units for price $3380.800498339983
64,791239.6668900589,Bought 1 units for price $3363.0005912995007
65,787904.1980827971,Bought 1 units for price $3335.46880726176
66,784552.5996424804,Bought 1 units for price $3351.598440316757
67,781254.1384394043,Bought 1 units for price $3298.461203076045
68,778007.5483624978,Bought 1 units for price $3246.5900769065265
69,774770.62897639,Bought 1 units for price $3236.9193861077724
70,771455.0606137449,Bought 1 units for price $3315.5683626450877
71,768174.0002951184,Bought 1 units for price $3281.0603186264348
72,764854.5317167921,Bought 1 units for price $3319.4685783263244
73,761497.5208102016,Bought 1 units for price $3357.010906590493
74,758112.0328807061,Bought 1 units for price $3385.487929495548
75,754710.8334548804,Bought 1 units for price $3401.1994258257278
76,751327.2928878206,Bought 1 units for price $3383.5405670598034
77,747986.3245560799,Bought 1 units for price $3340.968331740693
78,744647.1352820358,Bought 1 units for price $3339.1892740441444
79,741248.1746853889,Bought 1 units for price $3398.960596646929
80,737916.3358518278,Bought 1 units for price $3331.838833561182
81,734489.3752834005,Bought 1 units for price $3426.960568427233
82,731034.3152189808,Bought 1 units for price $3455.060064419741
83,727453.4765286355,Bought 1 units for price $3580.838690345275
84,723926.8279829884,Bought 1 units for price $3526.648545646983
85,720426.5174628417,Bought 1 units for price $3500.3105201466865
86,716918.507682669,Bought 1 units for price $3508.009780172754
87,713433.9577098764,Bought 1 units for price $3484.549972792644
88,709955.2271682227,Bought 1 units for price $3478.7305416536656
89,706511.607776527,Bought 1 units for price $3443.6193916957586
90,703080.3294268455,Bought 1 units for price $3431.2783496813922
91,699683.1710981072,Bought 1 units for price $3397.158328738326
92,696297.6619419835,Bought 1 units for price $3385.509156123729
93,692922.8130586136,Bought 1 units for price $3374.848883369989
94,689533.0331661298,Bought 1 units for price $3389.7798924837675
95,686151.0447106973,Bought 1 units for price $3381.9884554325645
96,682778.1969939829,Bought 1 units for price $3372.847716714363
97,679404.7680079513,Bought 1 units for price $3373.428986031549
98,676024.4181230951,Bought 1 units for price $3380.3498848562635
99,672690.7299551402,Bought 1 units for price $3333.688167954922
100,669330.2612639398,Bought 1 units for price $3360.468691200389
101,665978.9807336953,Bought 1 units for price $3351.280530244413
102,662629.8214776872,Bought 1 units for price $3349.159256008093
103,659302.0530125547,Bought 1 units for price $3327.768465132525
104,655995.543516759,Bought 1 units for price $3306.5094957956653
105,652700.9338429426,Bought 1 units for price $3294.609673816389
106,649429.8133435842,Bought 1 units for price $3271.120499358428
107,646183.5941416085,Bought 1 units for price $3246.219201975708
108,642925.1528669466,Bought 1 units for price $3258.441274661786
109,639706.7119096069,Bought 1 units for price $3218.440957339689
110,636467.3023123954,Bought 1 units for price $3239.4095972115233
111,633251.6718517818,Bought 1 units for price $3215.6304606136373
112,630016.0113773283,Bought 1 units for price $3235.660474453436
113,626739.9900484243,Bought 1 units for price $3276.0213289039807
114,623482.6887889028,Bought 1 units for price $3257.301259521567
115,620230.84837879,Bought 1 units for price $3251.8404101128945
116,617006.1175397614,Bought 1 units for price $3224.730839028642
117,613790.5480493676,Bought 1 units for price $3215.5694903937892
118,610563.9889641223,Bought 1 units for price $3226.559085245323
119,607366.4706904761,Bought 1 units for price $3197.518273646146
120,610521.6901509119,Sold 1 units for price $3155.2194604358006 and investment $-1.3228638459698931
121,607336.6499964078,Bought 1 units for price $3185.040154504149
122,610488.7011064902,Sold 1 units for price $3152.051110082385 and investment $-1.0357497181036253
123,613658.6413506143,Sold 1 units for price $3169.940244124008 and investment $-0.47408854041564596
124,616803.9604303987,Sold 1 units for price $3145.319079784489 and investment $-1.2471137817050169
125,613624.241663799,Bought 1 units for price $3179.7187665996694
126,610494.2315381373,Bought 1 units for price $3130.0101256617354
127,607378.3712486539,Bought 1 units for price $3115.8602894835026
128,604278.0813316451,Bought 1 units for price $3100.289917008744
129,601224.8405220496,Bought 1 units for price $3053.240809595614
130,598215.7911174317,Bought 1 units for price $3009.0494046178246
131,595132.030216001,Bought 1 units for price $3083.7609014307204
132,592081.6999427134,Bought 1 units for price $3050.330273287553
133,588950.4097681318,Bought 1 units for price $3131.290174581602
134,585832.5497735522,Bought 1 units for price $3117.859994579546
135,582734.8098841232,Bought 1 units for price $3097.739889429113
136,579619.4695051925,Bought 1 units for price $3115.34037893063
137,576505.9784624305,Bought 1 units for price $3113.4910427619234
138,573381.2400509521,Bought 1 units for price $3124.7384114784168
139,570314.6495279819,Bought 1 units for price $3066.5905229701875
140,567273.3378871422,Bought 1 units for price $3041.3116408397136
141,564271.236600189,Bought 1 units for price $3002.101286953167
142,561081.0964880005,Bought 1 units for price $3190.1401121885438
143,557873.9156246871,Bought 1 units for price $3207.18086331336
144,554641.5256099066,Bought 1 units for price $3232.3900147804347
145,551447.5960024421,Bought 1 units for price $3193.929607464602
146,548335.2464498156,Bought 1 units for price $3112.349552626485
147,545212.3744331326,Bought 1 units for price $3122.872016683033
148,542131.5524817376,Bought 1 units for price $3080.821951395056
149,539075.8236207296,Bought 1 units for price $3055.7288610079854
150,536031.5140203626,Bought 1 units for price $3044.309600366926
151,533001.7842950317,Bought 1 units for price $3029.7297253309334
152,529965.6549840668,Bought 1 units for price $3036.129310964824
153,526973.8870165764,Bought 1 units for price $2991.767967490494
154,529929.3361872429,Sold 1 units for price $2955.449170666477 and investment $-1.2139576738125555
155,526980.8252056082,Bought 1 units for price $2948.510981634684
156,529952.435679817,Sold 1 units for price $2971.6104742088623 and investment $0.7834290839700991
157,527029.4944514477,Bought 1 units for price $2922.941228369252
158,529983.4040322143,Sold 1 units for price $2953.9095807665344 and investment $1.0594928182856511
159,532847.1042029441,Sold 1 units for price $2863.700170729788 and investment $-2.0267618474325264
160,535699.603151215,Sold 1 units for price $2852.498948270903 and investment $-2.4099793528058573
161,532879.6037018454,Bought 1 units for price $2819.9994493696204
162,535749.7231019454,Sold 1 units for price $2870.1194001000017 and investment $1.7773035644239255
163,538679.9127190586,Sold 1 units for price $2930.1896171131825 and investment $3.9074535198293723
164,541609.7139271284,Sold 1 units for price $2929.801208069804 and investment $3.8936801468074265
165,538728.5245037217,Bought 1 units for price $2881.1894234066167
166,541576.9444729937,Sold 1 units for price $2848.4199692719426 and investment $-1.1373585460385545
167,544445.383967606,Sold 1 units for price $2868.43949461229 and investment $-0.44252310142286355
168,547288.1243183005,Sold 1 units for price $2842.740350694524 and investment $-1.334486111872229
169,550118.836011739,Sold 1 units for price $2830.7116934385144 and investment $-1.751975401479129
170,553031.2668497636,Sold 1 units for price $2912.4308380246325 and investment $1.0843235215363618
171,550091.7570076365,Bought 1 units for price $2939.5098421270404
172,552955.1471986166,Sold 1 units for price $2863.3901909801743 and investment $-2.589535508810735
173,555833.6264241157,Sold 1 units for price $2878.479225499047 and investment $-2.0762174616102453
174,558670.3663576469,Sold 1 units for price $2836.739933531162 and investment $-3.4961580030469883
175,555872.5668238329,Bought 1 units for price $2797.799533813921
176,558671.8769221823,Sold 1 units for price $2799.3100983492964 and investment $0.05399116402440738
177,561408.4389353062,Sold 1 units for price $2736.5620131239198 and investment $-2.1887744261120416
178,564231.5983904052,Sold 1 units for price $2823.1594550990253 and investment $0.9064238155238461
179,567106.1570873273,Sold 1 units for price $2874.5586969221154 and investment $2.743554789415436
180,569905.7071838194,Sold 1 units for price $2799.5500964920866 and investment $0.06256926763367726
181,572689.0665208929,Sold 1 units for price $2783.3593370735753 and investment $-0.5161269263870687
182,575535.1265408272,Sold 1 units for price $2846.060019934275 and investment $1.7249443906571107
183,578296.7564818257,Sold 1 units for price $2761.6299409985645 and investment $-1.292787148550647
184,581086.5761741751,Sold 1 units for price $2789.819692349416 and investment $-0.28521848574428454
185,583836.5558453035,Sold 1 units for price $2749.9796711283147 and investment $-1.7091954626362624
186,586495.963804971,Sold 1 units for price $2659.4079596675256 and investment $-4.946443534420845
187,589159.6452389017,Sold 1 units for price $2663.6814339307084 and investment $-4.793699414925003
188,591648.2933712251,Sold 1 units for price $2488.648132323446 and investment $-11.049805311427864
189,594175.19139422,Sold 1 units for price $2526.8980229949093 and investment $-9.682663376876127
190,596645.6904904956,Sold 1 units for price $2470.499096275607 and investment $-11.698494963009109
191,599230.2813316495,Sold 1 units for price $2584.5908411538435 and investment $-7.620585037750514
192,601856.9292977389,Sold 1 units for price $2626.6479660894665 and investment $-6.117363508569281
193,604398.3990674503,Sold 1 units for price $2541.469769711335 and investment $-9.161834541918038
194,607028.4670946454,Sold 1 units for price $2630.068027195095 and investment $-5.995122402146394
195,609504.0285511723,Sold 1 units for price $2475.561456527032 and investment $-11.517554184720959
196,611951.3574921389,Sold 1 units for price $2447.328940966469 and investment $-12.52665134194569
197,614188.7583927809,Sold 1 units for price $2237.4009006420265 and investment $-20.02997807380312
198,616493.6778607584,Sold 1 units for price $2304.919467977423 and investment $-17.616704123351198
199,618903.0679577866,Sold 1 units for price $2409.390097028176 and investment $-13.88267572753043
200,616504.9674697698,Bought 1 units for price $2398.1004880168757
201,613975.7761406027,Bought 1 units for price $2529.191329167149
202,611589.6440796393,Bought 1 units for price $2386.132060963334
203,608878.6248306229,Bought 1 units for price $2711.019249016461
204,606397.9858272955,Bought 1 units for price $2480.63900332745
205,609139.3668207068,Sold 1 units for price $2741.380993411342 and investment $10.511081609784444
206,606257.1375399979,Bought 1 units for price $2882.229280708807
207,603510.5786295745,Bought 1 units for price $2746.558910423449
208,600538.2075760497,Bought 1 units for price $2972.3710535248388
209,597514.2669364898,Bought 1 units for price $3023.940639559834
210,594384.1475761257,Bought 1 units for price $3130.1193603641823
211,591380.7785641713,Bought 1 units for price $3003.3690119544194
212,588290.5471389128,Bought 1 units for price $3090.2314252585047
213,585336.3269634091,Bought 1 units for price $2954.2201755037468
214,582357.5676835501,Bought 1 units for price $2978.759279858981
215,579241.1769392593,Bought 1 units for price $3116.3907442907403
216,576112.9654985319,Bought 1 units for price $3128.2114407274034
217,572887.0755209993,Bought 1 units for price $3225.8899775327022
218,569549.3250807776,Bought 1 units for price $3337.750440221647
219,566176.0937944248,Bought 1 units for price $3373.231286352904
220,562789.9445417398,Bought 1 units for price $3386.149252684989
221,559419.6539255427,Bought 1 units for price $3370.2906161970814
222,556039.4937511833,Bought 1 units for price $3380.160174359439
223,552665.5520552628,Bought 1 units for price $3373.9416959204073
224,549286.1037393016,Bought 1 units for price $3379.448315961314
225,545928.3542044886,Bought 1 units for price $3357.7495348130465
226,542576.26582293,Bought 1 units for price $3352.0883815584953
227,539248.5548879352,Bought 1 units for price $3327.7109349948696
228,535902.7737312161,Bought 1 units for price $3345.7811567190556
229,532568.0832952571,Bought 1 units for price $3334.690435959042
230,529270.4923893432,Bought 1 units for price $3297.590905913893
231,526021.5716631871,Bought 1 units for price $3248.92072615604
232,522796.053695393,Bought 1 units for price $3225.5179677941105
233,519512.3935519552,Bought 1 units for price $3283.660143437845
234,516238.9937209864,Bought 1 units for price $3273.3998309687768
235,512962.7544839536,Bought 1 units for price $3276.2392370328307
236,509719.1249689553,Bought 1 units for price $3243.629514998269
237,506423.65430251526,Bought 1 units for price $3295.470666440013
238,503098.11416922417,Bought 1 units for price $3325.5401332911047
239,499776.3646283729,Bought 1 units for price $3321.749540851271
240,496455.57494017185,Bought 1 units for price $3320.789688201049
241,493125.95464886073,Bought 1 units for price $3329.6202913110906
242,489809.1453610858,Bought 1 units for price $3316.8092877749373
243,486519.8544701187,Bought 1 units for price $3289.290890967061
244,483236.7044193674,Bought 1 units for price $3283.1500507512706
245,479948.5744871241,Bought 1 units for price $3288.129932243314
246,476683.2223121064,Bought 1 units for price $3265.3521750176756
247,473408.52172786684,Bought 1 units for price $3274.70058423956
248,470155.47161736136,Bought 1 units for price $3253.050110505466
249,466918.2918414444,Bought 1 units for price $3237.1797759169763
250,463672.01204199414,Bought 1 units for price $3246.2797994502366
251,460437.16280112404,Bought 1 units for price $3234.849240870075
252,457179.3133077319,Bought 1 units for price $3257.8494933921643
253,453948.5337749005,Bought 1 units for price $3230.7795328313946
254,450727.24642746523,Bought 1 units for price $3221.2873474352696
255,447487.2279281855,Bought 1 units for price $3240.018499279765
256,444247.3194803737,Bought 1 units for price $3239.9084478117666
257,441023.9394308079,Bought 1 units for price $3223.380049565829
258,437799.92830899614,Bought 1 units for price $3224.011121811724
259,434578.7081402841,Bought 1 units for price $3221.220168712038
260,431373.33937497885,Bought 1 units for price $3205.368765305283
261,428182.2007199118,Bought 1 units for price $3191.138655067069
262,424989.68068833096,Bought 1 units for price $3192.5200315808165
263,421798.2284241973,Bought 1 units for price $3191.4522641336603
264,418629.4284418037,Bought 1 units for price $3168.7999823935675
265,415460.85845189635,Bought 1 units for price $3168.5699899073793
266,412319.2275395562,Bought 1 units for price $3141.630912340133
267,409186.707273518,Bought 1 units for price $3132.5202660381665
268,406050.7473395659,Bought 1 units for price $3135.9599339521124
269,402904.8397095287,Bought 1 units for price $3145.907630037172
270,399787.4109382677,Bought 1 units for price $3117.42877126102
271,396674.650578121,Bought 1 units for price $3112.7603601466717
272,393581.4501919275,Bought 1 units for price $3093.200386193517
273,390467.5797607954,Bought 1 units for price $3113.870431132086
274,387326.6015985719,Bought 1 units for price $3140.978162223449
275,384172.97185075347,Bought 1 units for price $3153.629747818477
276,381032.45182878023,Bought 1 units for price $3140.520021973221
277,377898.8134971256,Bought 1 units for price $3133.6383316546503
278,374788.52386556345,Bought 1 units for price $3110.2896315621188
279,371684.98350507795,Bought 1 units for price $3103.5403604855046
280,368576.52310975007,Bought 1 units for price $3108.4603953278606
281,365456.3436025976,Bought 1 units for price $3120.17950715244
282,362334.31344284577,Bought 1 units for price $3122.030159751811
283,359213.85222708684,Bought 1 units for price $3120.461215758953
284,356117.2226878265,Bought 1 units for price $3096.6295392603565
285,353023.1831317118,Bought 1 units for price $3094.039556114676
286,349931.34227465506,Bought 1 units for price $3091.8408570566976
287,346844.3338338558,Bought 1 units for price $3087.008440799264
288,343751.2535374398,Bought 1 units for price $3093.0802964160075
289,340666.0751524918,Bought 1 units for price $3085.1783849479993
290,337589.2948709,Bought 1 units for price $3076.7802815918353
291,334514.6743129648,Bought 1 units for price $3074.6205579352004
292,331436.4064223409,Bought 1 units for price $3078.267890623905
293,328369.4975210164,Bought 1 units for price $3066.908901324475
294,325331.9387738001,Bought 1 units for price $3037.558747216297
295,322285.16912960116,Bought 1 units for price $3046.769644198913
296,319248.2791105265,Bought 1 units for price $3036.8900190746554
297,316208.85972142837,Bought 1 units for price $3039.419389098145
298,313186.3099206725,Bought 1 units for price $3022.5498007558704
299,310176.0200391196,Bought 1 units for price $3010.289881552921
300,307171.4987453722,Bought 1 units for price $3004.521293747328
301,304175.50810529426,Bought 1 units for price $2995.9906400779773
302,301168.7884390149,Bought 1 units for price $3006.719666279332
303,298182.5877501029,Bought 1 units for price $2986.2006889120253
304,295184.6375507382,Bought 1 units for price $2997.950199364719
305,292194.9461208964,Bought 1 units for price $2989.6914298417983
306,289199.2642707658,Bought 1 units for price $2995.6818501305283
307,286233.11465723196,Bought 1 units for price $2966.1496135338457
308,283262.846013193,Bought 1 units for price $2970.26864403894
309,280324.7168908243,Bought 1 units for price $2938.129122368694
310,277405.3185591893,Bought 1 units for price $2919.398331634971
311,274512.2584353138,Bought 1 units for price $2893.060123875506
312,271573.4696634932,Bought 1 units for price $2938.788771820625
313,268621.4611277011,Bought 1 units for price $2952.008535792147
314,265710.8330517772,Bought 1 units for price $2910.6280759239003
315,262823.2242880154,Bought 1 units for price $2887.6087637617998
316,259882.97433657706,Bought 1 units for price $2940.2499514383253
317,256906.2324924998,Bought 1 units for price $2976.7418440772503
318,253944.44336210305,Bought 1 units for price $2961.7891303967613
319,250966.82317294923,Bought 1 units for price $2977.6201891538176
320,247981.95228291673,Bought 1 units for price $2984.87089003249
321,245015.3528623855,Bought 1 units for price $2966.599420531204
322,242023.5722466081,Bought 1 units for price $2991.780615777405
323,239031.50068658046,Bought 1 units for price $2992.0715600276408
324,236024.70918514064,Bought 1 units for price $3006.7915014398304
325,233017.97805426855,Bought 1 units for price $3006.7311308721096
326,230012.2789787627,Bought 1 units for price $3005.699075505837
327,227014.3201072809,Bought 1 units for price $2997.9588714818183
328,224006.93074591778,Bought 1 units for price $3007.3893613630958
329,220997.36030081098,Bought 1 units for price $3009.570445106803
330,217996.4304405125,Bought 1 units for price $3000.9298602984804
331,215017.04015564822,Bought 1 units for price $2979.3902848642656
332,212038.61092512938,Bought 1 units for price $2978.4292305188374
333,209059.90130628741,Bought 1 units for price $2978.7096188419814
334,206083.9019716547,Bought 1 units for price $2975.9993346327074
335,203146.12332300437,Bought 1 units for price $2937.7786486503264
336,200239.85415364636,Bought 1 units for price $2906.269169358001
337,197313.3950486058,Bought 1 units for price $2926.459105040569
338,194388.815366513,Bought 1 units for price $2924.5796820927885
339,191500.8752723881,Bought 1 units for price $2887.9400941248973
340,188631.7137389991,Bought 1 units for price $2869.1615333890113
341,185753.3330986775,Bought 1 units for price $2878.380640321577
342,182906.22323968654,Bought 1 units for price $2847.10985899098
343,179983.27173507842,Bought 1 units for price $2922.9515046081124
344,177058.84041809573,Bought 1 units for price $2924.431316982688
345,174158.33057295746,Bought 1 units for price $2900.5098451382537
346,171234.68074456588,Bought 1 units for price $2923.6498283915803
347,168345.9992693959,Bought 1 units for price $2888.681475169992
348,165498.39956719172,Bought 1 units for price $2847.5997022041747
349,162657.79834299107,Bought 1 units for price $2840.601224200653
350,159731.4766207248,Bought 1 units for price $2926.321722266253
351,156848.77761897584,Bought 1 units for price $2882.6990017489647
352,153930.1299972271,Bought 1 units for price $2918.647621748746
353,150992.0387842732,Bought 1 units for price $2938.091212953921
354,148108.05936045104,Bought 1 units for price $2883.979423822168
355,145226.29019388443,Bought 1 units for price $2881.7691665666
356,142381.55123334005,Bought 1 units for price $2844.7389605443877
357,139449.50268586323,Bought 1 units for price $2932.0485474768097
358,136495.9419828429,Bought 1 units for price $2953.560703020337
359,133515.55980197314,Bought 1 units for price $2980.3821808697408
360,130502.3799560531,Bought 1 units for price $3013.1798459200377
361,127481.41201670331,Bought 1 units for price $3020.9679393497936
362,124455.55232148223,Bought 1 units for price $3025.8596952210773
363,121451.88318756958,Bought 1 units for price $3003.669133912662
364,118432.32182649101,Bought 1 units for price $3019.5613610785667
365,115426.85101138435,Bought 1 units for price $3005.4708151066607
366,112441.8222123445,Bought 1 units for price $2985.028799039847
367,109465.21080962507,Bought 1 units for price $2976.6114027194317
368,106470.1015905323,Bought 1 units for price $2995.109219092772
369,103485.67977196201,Bought 1 units for price $2984.421818570286
370,100481.64054358595,Bought 1 units for price $3004.039228376066
371,97467.34054224931,Bought 1 units for price $3014.3000013366345
372,94453.5703677023,Bought 1 units for price $3013.7701745470044
373,91453.66098539614,Bought 1 units for price $2999.9093823061503
374,88460.58929367542,Bought 1 units for price $2993.0716917207105
375,85480.95894682381,Bought 1 units for price $2979.630346851609
376,82505.0094484368,Bought 1 units for price $2975.9494983870095
377,79514.59892973278,Bought 1 units for price $2990.4105187040254
378,76518.77873961088,Bought 1 units for price $2995.8201901218963
379,79491.78908141483,Sold 1 units for price $2973.010341803957 and investment $-0.7613890978220261
380,82456.11886624599,Sold 1 units for price $2964.329784831169 and investment $-1.0511447046975793
381,85397.87806647299,Sold 1 units for price $2941.7592002270003 and investment $-1.8045472179255302
382,88322.79841853671,Sold 1 units for price $2924.9203520637247 and investment $-2.3666252831845265
383,91236.57870279516,Sold 1 units for price $2913.7802842584447 and investment $-2.738478969263957
384,88319.19866830083,Bought 1 units for price $2917.3800344943293
385,91264.54926046978,Sold 1 units for price $2945.3505921689552 and investment $0.958756053167894
386,88314.09096132692,Bought 1 units for price $2950.458299142859
387,91268.27007560467,Sold 1 units for price $2954.1791142777533 and investment $0.12610973474783574
388,94194.73068475086,Sold 1 units for price $2926.4606091461933 and investment $-0.8133546576013999
389,97112.48183141809,Sold 1 units for price $2917.751146667225 and investment $-1.108544814381401
390,100002.15441471244,Sold 1 units for price $2889.672583294351 and investment $-2.060212674965328
391,102889.1340545876,Sold 1 units for price $2886.97963987516 and investment $-2.1514847129390033
392,105780.77301059525,Sold 1 units for price $2891.638956007649 and investment $-1.9935663267058332
393,108660.61185966477,Sold 1 units for price $2879.838849069521 and investment $-2.393507818560033
394,105774.89202336613,Bought 1 units for price $2885.719836298645
395,102888.16177035533,Bought 1 units for price $2886.730253010805
396,105761.50133460682,Sold 1 units for price $2873.3395642514834 and investment $-0.46387045500200047
397,108604.99138860664,Sold 1 units for price $2843.490053999823 and investment $-1.4978953771618697
398,111431.14163276112,Sold 1 units for price $2826.150244154483 and investment $-2.098568399078442
399,108627.87267761961,Bought 1 units for price $2803.2689551415133
400,105883.42137826982,Bought 1 units for price $2744.4512993497856
401,103131.36127697011,Bought 1 units for price $2752.0601012997117
402,100342.50206995783,Bought 1 units for price $2788.8592070122772
403,97559.48176892035,Bought 1 units for price $2783.020301037485
404,100361.87376760542,Sold 1 units for price $2802.391998685063 and investment $0.696067421439808
405,97535.8129052877,Bought 1 units for price $2826.060862317713
406,94713.57270426495,Bought 1 units for price $2822.240201022759
407,91857.30307062725,Bought 1 units for price $2856.2696336376976
408,94721.66241738807,Sold 1 units for price $2864.359346760809 and investment $0.2832265213283943
409,91881.43374781676,Bought 1 units for price $2840.2286695713165
410,89021.90323755042,Bought 1 units for price $2859.530510266341
411,86145.58217322476,Bought 1 units for price $2876.321064325655
412,83294.62169874778,Bought 1 units for price $2850.960474476969
413,80460.2111148367,Bought 1 units for price $2834.4105839110807
414,77648.34250827503,Bought 1 units for price $2811.8686065616625
415,74766.94164853454,Bought 1 units for price $2881.400859740497
416,71896.22160148536,Bought 1 units for price $2870.7200470491834
417,69016.8019850931,Bought 1 units for price $2879.4196163922625
418,66132.75347552226,Bought 1 units for price $2884.048509570839
419,63200.28438917919,Bought 1 units for price $2932.469086343064
420,60254.64311070779,Bought 1 units for price $2945.641278471408
421,57337.12272716517,Bought 1 units for price $2917.5203835426146
422,54413.39369150849,Bought 1 units for price $2923.7290356566823
423,51467.563054331054,Bought 1 units for price $2945.830637177435
424,48524.53306192263,Bought 1 units for price $2943.0299924084247
425,45584.652468538436,Bought 1 units for price $2939.880593384197
426,42658.48155028009,Bought 1 units for price $2926.170918258342
427,39731.233298468054,Bought 1 units for price $2927.248251812038
428,36797.55139227665,Bought 1 units for price $2933.6819061914052
429,33889.5806965489,Bought 1 units for price $2907.9706957277476
430,30984.54990280628,Bought 1 units for price $2905.0307937426232
431,28084.10188585394,Bought 1 units for price $2900.4480169523395
432,25177.04243629583,Bought 1 units for price $2907.059449558108
433,22271.460759612586,Bought 1 units for price $2905.5816766832445
434,19364.05125226694,Bought 1 units for price $2907.4095073456438
435,16475.73155894631,Bought 1 units for price $2888.319693320632
436,13587.522187354785,Bought 1 units for price $2888.2093715915253
437,10709.323700959594,Bought 1 units for price $2878.198486395192
438,7813.553179496777,Bought 1 units for price $2895.7705214628168
439,4920.814286813671,Bought 1 units for price $2892.7388926831068
440,2041.4243957085978,Bought 1.0 units for price $2879.3898911050733
441,2041.4243957085978,Insuffucuent amount to buy unit price $2873.3986136817107
442,2041.4243957085978,Insuffucuent amount to buy unit price $2867.2413129832707
443,2041.4243957085978,Insuffucuent amount to buy unit price $2867.1902840335633
444,2041.4243957085978,Insuffucuent amount to buy unit price $2834.3993098956093
445,2041.4243957085978,Insuffucuent amount to buy unit price $2815.4409216154054
446,2041.4243957085978,Insuffucuent amount to buy unit price $2805.3699608956313
447,2041.4243957085978,Insuffucuent amount to buy unit price $2818.459793343634
448,2041.4243957085978,Insuffucuent amount to buy unit price $2798.3602790825425
449,2041.4243957085978,Insuffucuent amount to buy unit price $2800.710172623172
450,2041.4243957085978,Insuffucuent amount to buy unit price $2854.88043420562
451,2041.4243957085978,Insuffucuent amount to buy unit price $2824.2308444345244
452,2041.4243957085978,Insuffucuent amount to buy unit price $2832.5694661543157
453,2041.4243957085978,Insuffucuent amount to buy unit price $2832.9378678051353
454,2041.4243957085978,Insuffucuent amount to buy unit price $2822.479137564999
455,2041.4243957085978,Insuffucuent amount to buy unit price $2808.4806443168504
