DAY,TOTAL BALANCE,STATUS
174,558670.4154210091,Sold 1 units for price $2836.740351677109 and investment $-3.496106248813291
175,555872.614333572,Bought 1 units for price $2797.8010874371253
176,558671.920542081,Sold 1 units for price $2799.3062085089678 and investment $0.05379657183639293
177,561408.4793987263,Sold 1 units for price $2736.558856645278 and investment $-2.1889415608150733
178,564231.6441827862,Sold 1 units for price $2823.1647840600285 and investment $0.9065582516495915
179,567106.2016808107,Sold 1 units for price $2874.557498024386 and investment $2.7434548843346116
180,569905.7559770094,Sold 1 units for price $2799.5542961987812 and investment $0.06266381014462913
181,572689.1133272891,Sold 1 units for price $2783.3573502797467 and investment $-0.51625318262384
182,575535.1817954229,Sold 1 units for price $2846.068468133801 and investment $1.7251898611881076
183,578296.814045402,Sold 1 units for price $2761.6322499790863 and investment $-1.2927594324145033
184,581086.6320561451,Sold 1 units for price $2789.818010743157 and investment $-0.2853339620823737
185,583836.6129041562,Sold 1 units for price $2749.9808480110723 and investment $-1.7092079791082566
186,586496.0271451069,Sold 1 units for price $2659.4142409507112 and investment $-4.94627180995132
187,589159.7078201721,Sold 1 units for price $2663.680675065173 and investment $-4.793779406770148
188,591648.3621585913,Sold 1 units for price $2488.654338419218 and investment $-11.049632885127487
189,594175.2615959831,Sold 1 units for price $2526.899437391768 and investment $-9.682662976355896
190,596645.756387309,Sold 1 units for price $2470.494791325952 and investment $-11.69869786600863
191,599230.3425614773,Sold 1 units for price $2584.586174168271 and investment $-7.6208031452359535
192,601856.9874239535,Sold 1 units for price $2626.6448624760988 and investment $-6.117526572191415
193,604398.4560479125,Sold 1 units for price $2541.4686239590133 and investment $-9.161925936376008
194,607028.5226689896,Sold 1 units for price $2630.0666210771296 and investment $-5.995224861165728
195,609504.0871647807,Sold 1 units for price $2475.5644957910426 and investment $-11.51749468870432
196,611951.4142803635,Sold 1 units for price $2447.3271155827256 and investment $-12.526765159543382
197,614188.8103148299,Sold 1 units for price $2237.3960344664747 and investment $-20.03019640985269
198,616493.7314560588,Sold 1 units for price $2304.921141228841 and investment $-17.61669006497449
199,618903.1224355738,Sold 1 units for price $2409.390979515032 and investment $-13.882692006453153
200,616505.0184381922,Bought 1 units for price $2398.103997381644
201,613975.8306343848,Bought 1 units for price $2529.187803807385
202,611589.6963485142,Bought 1 units for price $2386.134285870568
203,608878.6791422064,Bought 1 units for price $2711.0172063077744
204,606398.0350142836,Bought 1 units for price $2480.644127922825
205,609139.4130011199,Sold 1 units for price $2741.377986836273 and investment $10.510732111009174
206,606257.181760934,Bought 1 units for price $2882.2312401859185
207,603510.6191630923,Bought 1 units for price $2746.562597841605
208,600538.2438707959,Bought 1 units for price $2972.3752922964013
209,597514.3038380066,Bought 1 units for price $3023.940032789421
210,594384.1838711912,Bought 1 units for price $3130.119966815383
211,591380.8159341441,Bought 1 units for price $3003.3679370471937
212,588290.5829446099,Bought 1 units for price $3090.232989534197
213,585336.3671625778,Bought 1 units for price $2954.2157820321395
214,582357.6106609696,Bought 1 units for price $2978.7565016081976
215,579241.2300743033,Bought 1 units for price $3116.380586666289
216,576113.0262220731,Bought 1 units for price $3128.203852230208
217,572887.1344916102,Bought 1 units for price $3225.8917304629076
218,569549.3947316998,Bought 1 units for price $3337.7397599104033
219,566176.1649373344,Bought 1 units for price $3373.2297943654253
220,562790.0185422611,Bought 1 units for price $3386.1463950732373
221,559419.7225842958,Bought 1 units for price $3370.2959579652984
222,556039.5675651324,Bought 1 units for price $3380.155019163375
223,552665.6257680682,Bought 1 units for price $3373.9417970641325
224,549286.1706109305,Bought 1 units for price $3379.4551571376696
225,545928.421708485,Bought 1 units for price $3357.7489024454994
226,542576.3314358009,Bought 1 units for price $3352.0902726840777
227,539248.6198195708,Bought 1 units for price $3327.7116162300945
228,535902.8437900593,Bought 1 units for price $3345.776029511496
229,532568.1509766689,Bought 1 units for price $3334.6928133903816
230,529270.5622768285,Bought 1 units for price $3297.5886998404976
231,526021.638050827,Bought 1 units for price $3248.924226001441
232,522796.1187650184,Bought 1 units for price $3225.5192858085607
233,519512.4625101232,Bought 1 units for price $3283.656254895205
234,516239.0592153192,Bought 1 units for price $3273.4032948039758
235,512962.8171264206,Bought 1 units for price $3276.242088898623
236,509719.1862356044,Bought 1 units for price $3243.630890816225
237,506423.7170345252,Bought 1 units for price $3295.469201079199
238,503098.17439827975,Bought 1 units for price $3325.5426362454473
239,499776.4255525332,Bought 1 units for price $3321.748845746589
240,496455.63237864233,Bought 1 units for price $3320.7931738908296
241,493126.01118226664,Bought 1 units for price $3329.6211963756655
242,489809.2032701288,Bought 1 units for price $3316.807912137821
243,486519.9115886785,Bought 1 units for price $3289.291681450312
244,483236.76036766055,Bought 1 units for price $3283.151221017934
245,479948.6302314468,Bought 1 units for price $3288.130136213711
246,476683.2772421113,Bought 1 units for price $3265.352989335523
247,473408.5731666496,Bought 1 units for price $3274.7040754616705
248,470155.52068266243,Bought 1 units for price $3253.052483987185
249,466918.3390094358,Bought 1 units for price $3237.181673226618
250,463672.0553258801,Bought 1 units for price $3246.2836835556395
251,460437.20618792775,Bought 1 units for price $3234.849137952403
252,457179.3584086008,Bought 1 units for price $3257.8477793269267
253,453948.5732974661,Bought 1 units for price $3230.785111134704
254,450727.2830865284,Bought 1 units for price $3221.2902109376605
255,447487.26217386697,Bought 1 units for price $3240.0209126614704
256,444247.3477494359,Bought 1 units for price $3239.9144244310723
257,441023.963230719,Bought 1 units for price $3223.384518716969
258,437799.94870082877,Bought 1 units for price $3224.014529890211
259,434578.7261084398,Bought 1 units for price $3221.222592388999
260,431373.3576215679,Bought 1 units for price $3205.368486871904
261,428182.2189255809,Bought 1 units for price $3191.1386959869756
262,424989.7005546576,Bought 1 units for price $3192.5183709232697
263,421798.2495549475,Bought 1 units for price $3191.450999710111
264,418629.45068249776,Bought 1 units for price $3168.798872449711
265,415460.8774767714,Bought 1 units for price $3168.573205726349
266,412319.24688947806,Bought 1 units for price $3141.630587293371
267,409186.73046375986,Bought 1 units for price $3132.516425718221
268,406050.76605090307,Bought 1 units for price $3135.9644128567816
269,402904.8566057213,Bought 1 units for price $3145.9094451818046
270,399787.42554455413,Bought 1 units for price $3117.4310611671285
271,396674.6679199586,Bought 1 units for price $3112.7576245955547
272,393581.46727424045,Bought 1 units for price $3093.2006457181133
273,390467.59373927064,Bought 1 units for price $3113.8735349697913
274,387326.6115943657,Bought 1 units for price $3140.9821449049828
275,384172.98197952315,Bought 1 units for price $3153.629614842549
276,381032.4673697899,Bought 1 units for price $3140.514609733239
277,377898.8309656245,Bought 1 units for price $3133.6364041654256
278,374788.5430529045,Bought 1 units for price $3110.287912719971
279,371685.0015875863,Bought 1 units for price $3103.5414653181847
280,368576.54081611295,Bought 1 units for price $3108.460771473382
281,365456.3639186233,Bought 1 units for price $3120.1768974896227
282,362334.33667250094,Bought 1 units for price $3122.02724612237
283,359213.87758473563,Bought 1 units for price $3120.4590877653154
284,356117.2475788063,Bought 1 units for price $3096.6300059293126
285,353023.2103939776,Bought 1 units for price $3094.037184828707
286,349931.37101441936,Bought 1 units for price $3091.83937955825
287,346844.357868807,Bought 1 units for price $3087.0131456123822
288,343751.2761055097,Bought 1 units for price $3093.0817632972335
289,340666.0951847634,Bought 1 units for price $3085.180920746297
290,337589.3170199023,Bought 1 units for price $3076.778164861121
291,334514.69744119083,Bought 1 units for price $3074.619578711431
292,331436.4242721883,Bought 1 units for price $3078.273169002538
293,328369.5093915713,Bought 1 units for price $3066.914880617027
294,325331.94868716976,Bought 1 units for price $3037.560704401498
295,322285.1776018287,Bought 1 units for price $3046.7710853410517
296,319248.2863847858,Bought 1 units for price $3036.8912170429344
297,316208.8667105154,Bought 1 units for price $3039.4196742703807
298,313186.31407802075,Bought 1 units for price $3022.552632494681
299,310176.02647973795,Bought 1 units for price $3010.287598282781
300,307171.50789220905,Bought 1 units for price $3004.5185875288835
301,304175.5143546263,Bought 1 units for price $2995.9935375827245
302,301168.7894182444,Bought 1 units for price $3006.724936381907
303,298182.58832758234,Bought 1 units for price $2986.201090662028
304,295184.63683556154,Bought 1 units for price $2997.95149202079
305,292194.95071998885,Bought 1 units for price $2989.686115572668
306,289199.26954048354,Bought 1 units for price $2995.6811795053186
307,286233.12295441114,Bought 1 units for price $2966.146586072412
308,283262.84849520744,Bought 1 units for price $2970.2744592037293
309,280324.72129931615,Bought 1 units for price $2938.1271958913026
310,277405.324378061,Bought 1 units for price $2919.3969212551433
311,274512.2706034697,Bought 1 units for price $2893.0537745912948
312,271573.47843126033,Bought 1 units for price $2938.792172209376
313,268621.4735039874,Bought 1 units for price $2952.0049272728857
314,265710.84591232374,Bought 1 units for price $2910.6275916636964
315,262823.23694632266,Bought 1 units for price $2887.6089660010653
316,259882.9845934786,Bought 1 units for price $2940.252352844044
317,256906.2457306166,Bought 1 units for price $2976.7388628620147
318,253944.45540219577,Bought 1 units for price $2961.790328420824
319,250966.8316950626,Bought 1 units for price $2977.623707133177
320,247981.9596140219,Bought 1 units for price $2984.8720810406853
321,245015.36068926952,Bought 1 units for price $2966.598924752381
322,242023.58227615192,Bought 1 units for price $2991.778413117591
323,239031.5132814934,Bought 1 units for price $2992.068994658523
324,236024.7250673775,Bought 1 units for price $3006.7882141158925
325,233018.00235664824,Bought 1 units for price $3006.7227107292424
326,230012.30971180197,Bought 1 units for price $3005.692644846278
327,227014.34559949,Bought 1 units for price $2997.964112311964
328,224006.957835325,Bought 1 units for price $3007.3877641650124
329,220997.38880037444,Bought 1 units for price $3009.5690349505867
330,217996.45933078363,Bought 1 units for price $3000.9294695908034
331,215017.07144586378,Bought 1 units for price $2979.38788491984
332,212038.63843061356,Bought 1 units for price $2978.4330152502234
333,209059.92171365456,Bought 1 units for price $2978.716716958987
334,206083.92583918545,Bought 1 units for price $2975.9958744691166
335,203146.14040674604,Bought 1 units for price $2937.785432439401
336,200239.87278743426,Bought 1 units for price $2906.26761931177
337,197313.41216650273,Bought 1 units for price $2926.460620931527
338,194388.82680335303,Bought 1 units for price $2924.5853631497107
339,191500.88556696963,Bought 1 units for price $2887.9412363833885
340,188631.7206681556,Bought 1 units for price $2869.1648988140346
341,185753.33556856326,Bought 1 units for price $2878.385099592355
342,182906.22656868905,Bought 1 units for price $2847.108999874213
343,179983.28095476475,Bought 1 units for price $2922.9456139243066
344,177058.84889590705,Bought 1 units for price $2924.4320588577093
345,174158.33485237864,Bought 1 units for price $2900.5140435284197
346,171234.6851186749,Bought 1 units for price $2923.6497337037367
347,168346.00524192423,Bought 1 units for price $2888.6798767506903
348,165498.4034718502,Bought 1 units for price $2847.6017700740244
349,162657.7988017126,Bought 1 units for price $2840.6046701376063
350,159731.48014209777,Bought 1 units for price $2926.318659614844
351,156848.785304331,Bought 1 units for price $2882.6948377667854
352,153930.1351750714,Bought 1 units for price $2918.6501292595917
353,150992.04599418718,Bought 1 units for price $2938.089180884217
354,148108.06517413422,Bought 1 units for price $2883.980820052965
355,145226.29297829702,Bought 1 units for price $2881.7721958371967
356,142381.55597082968,Bought 1 units for price $2844.737007467327
357,139449.50818831465,Bought 1 units for price $2932.0477825150256
358,136495.94668017636,Bought 1 units for price $2953.5615081382953
359,133515.56290960775,Bought 1 units for price $2980.3837705686083
360,130502.37984625861,Bought 1 units for price $3013.1830633491277
361,127481.41034473001,Bought 1 units for price $3020.969501528597
362,124455.55011056908,Bought 1 units for price $3025.860234160941
363,121451.87950800138,Bought 1 units for price $3003.6706025677045
364,118432.32123944876,Bought 1 units for price $3019.5582685526174
365,115426.8569065157,Bought 1 units for price $3005.4643329330515
366,112441.8307150501,Bought 1 units for price $2985.0261914656044
367,109465.22411468954,Bought 1 units for price $2976.606600360567
368,106470.11616045552,Bought 1 units for price $2995.107954234019
369,103485.69862705331,Bought 1 units for price $2984.4175334022125
370,100481.65999197256,Bought 1 units for price $3004.0386350807557
371,97467.36092695048,Bought 1 units for price $3014.299065022071
372,94453.5955801774,Bought 1 units for price $3013.7653467730843
373,91453.68345827484,Bought 1 units for price $2999.9121219025487
374,88460.6169471874,Bought 1 units for price $2993.066511087433
375,85480.99089017329,Bought 1 units for price $2979.626057014112
376,82505.04016902321,Bought 1 units for price $2975.950721150069
377,79514.62904441982,Bought 1 units for price $2990.411124603383
378,76518.81075247395,Bought 1 units for price $2995.818291945878
379,79491.8219929239,Sold 1 units for price $2973.011240449954 and investment $-0.7612962227128317
380,82456.15350182503,Sold 1 units for price $2964.3315089011376 and investment $-1.051024460642069
381,85397.91066673801,Sold 1 units for price $2941.757164912989 and investment $-1.8045529389492676
382,88322.83097829799,Sold 1 units for price $2924.920311559982 and investment $-2.3665647738550124
383,91236.61446452576,Sold 1 units for price $2913.7834862277714 and investment $-2.7383104622417735
384,88319.2336740453,Bought 1 units for price $2917.380790480454
385,91264.58435758651,Sold 1 units for price $2945.350683541211 and investment $0.9587330235402921
386,88314.12401650437,Bought 1 units for price $2950.4603410821387
387,91268.30298185926,Sold 1 units for price $2954.178965354892 and investment $0.12603539254452684
388,94194.7622393344,Sold 1 units for price $2926.4592574751496 and investment $-0.8134691143886476
389,97112.51231126348,Sold 1 units for price $2917.7500719290697 and investment $-1.1086496807841142
390,100002.18009381757,Sold 1 units for price $2889.667782554093 and investment $-2.0604431681921556
391,102889.15729554003,Sold 1 units for price $2886.9772017224586 and investment $-2.1516350677805214
392,105780.7961513051,Sold 1 units for price $2891.638855765065 and investment $-1.9936375520133232
393,108660.63197581965,Sold 1 units for price $2879.8358245145455 and investment $-2.3936778808452077
394,105774.91428548096,Bought 1 units for price $2885.7176903386858
395,102888.18607501226,Bought 1 units for price $2886.7282104686988
396,105761.52712761135,Sold 1 units for price $2873.341052599086 and investment $-0.4637484686318627
397,108605.01356020817,Sold 1 units for price $2843.4864325968215 and investment $-1.497951130801344
398,111431.16746140199,Sold 1 units for price $2826.153901193821 and investment $-2.098372443072586
399,108627.90520849811,Bought 1 units for price $2803.2622529038713
400,105883.45495358511,Bought 1 units for price $2744.450254912993
401,103131.39619521218,Bought 1 units for price $2752.0587583729302
402,100342.53904078057,Bought 1 units for price $2788.8571544316114
403,97559.52046724886,Bought 1 units for price $2783.0185735317077
404,100361.91440935728,Sold 1 units for price $2802.3939421084233 and investment $0.6961997580967572
405,97535.85648742618,Bought 1 units for price $2826.0579219310994
406,94713.61737293997,Bought 1 units for price $2822.2391144861976
407,91857.34481823554,Bought 1 units for price $2856.2725547044342
408,94721.70637178593,Sold 1 units for price $2864.36155355039 and investment $0.2832012243590949
409,91881.477328157,Bought 1 units for price $2840.2290436289272
410,89021.95400025426,Bought 1 units for price $2859.5233279027275
411,86145.6351513338,Bought 1 units for price $2876.3188489204667
412,83294.6748503313,Bought 1 units for price $2850.9603010025066
413,80460.26762558919,Bought 1 units for price $2834.4072247421154
414,77648.39617912735,Bought 1 units for price $2811.871446461839
415,74766.99789274669,Bought 1 units for price $2881.398286380661
416,71896.274337597,Bought 1 units for price $2870.723555149687
417,69016.8497260485,Bought 1 units for price $2879.424611548504
418,66132.79676361725,Bought 1 units for price $2884.052962431244
419,63200.32180412368,Bought 1 units for price $2932.474959493569
420,60254.6830522165,Bought 1 units for price $2945.6387519071886
421,57337.16655451927,Bought 1 units for price $2917.516497697223
422,54413.43635574392,Bought 1 units for price $2923.730198775351
423,51467.60557410134,Bought 1 units for price $2945.8307816425804
424,48524.57467879029,Bought 1 units for price $2943.030895311052
425,45584.695536104475,Bought 1 units for price $2939.879142685816
426,42658.52292336802,Bought 1 units for price $2926.172612736453
427,39731.267617545156,Bought 1 units for price $2927.255305822867
428,36797.58572287187,Bought 1 units for price $2933.681894673286
429,33889.614371319636,Bought 1 units for price $2907.9713515522276
430,30984.58353095919,Bought 1 units for price $2905.030840360448
431,28084.134766397456,Bought 1 units for price $2900.448764561733
432,25177.074656802433,Bought 1 units for price $2907.0601095950224
433,22271.492598243633,Bought 1 units for price $2905.5820585588012
434,19364.08120299805,Bought 1 units for price $2907.4113952455805
435,16475.759350763536,Bought 1 units for price $2888.3218522345173
436,13587.544683540811,Bought 1 units for price $2888.2146672227254
437,10709.34769619314,Bought 1 units for price $2878.196987347672
438,7813.577674604916,Bought 1 units for price $2895.7700215882232
439,4920.842779875658,Bought 1 units for price $2892.734894729257
440,2041.4523551324796,Bought 1.0 units for price $2879.3904247431788
441,2041.4523551324796,Insuffucuent amount to buy unit price $2873.4010003870594
442,2041.4523551324796,Insuffucuent amount to buy unit price $2867.239713895549
443,2041.4523551324796,Insuffucuent amount to buy unit price $2867.192547069956
444,2041.4523551324796,Insuffucuent amount to buy unit price $2834.406858393426
445,2041.4523551324796,Insuffucuent amount to buy unit price $2815.4436412802843
446,2041.4523551324796,Insuffucuent amount to buy unit price $2805.3634174860526
447,2041.4523551324796,Insuffucuent amount to buy unit price $2818.45567134445
448,2041.4523551324796,Insuffucuent amount to buy unit price $2798.356657076033
449,2041.4523551324796,Insuffucuent amount to buy unit price $2800.711458930712
450,2041.4523551324796,Insuffucuent amount to buy unit price $2854.87627466146
451,2041.4523551324796,Insuffucuent amount to buy unit price $2824.2314883781346
452,2041.4523551324796,Insuffucuent amount to buy unit price $2832.5663797323464
453,2041.4523551324796,Insuffucuent amount to buy unit price $2832.936074160579
454,2041.4523551324796,Insuffucuent amount to buy unit price $2822.4782806149237
455,2041.4523551324796,Insuffucuent amount to buy unit price $2808.481317819385
