DAY,TOTAL BALANCE,STATUS
120,610520.420535419,Sold 1 units for price $3155.197225546779 and investment $-1.3170443658599613
121,607335.2789634253,Bought 1 units for price $3185.1415719936854
122,610487.406020884,Sold 1 units for price $3152.1270574587293 and investment $-1.036516393030883
123,613657.3912498453,Sold 1 units for price $3169.985228961271 and investment $-0.4758451921158293
124,616802.6518791873,Sold 1 units for price $3145.2606293420345 and investment $-1.2520932508091975
125,613623.0087421156,Bought 1 units for price $3179.6431370717364
126,610492.9288356893,Bought 1 units for price $3130.079906426257
127,607377.0589198389,Bought 1 units for price $3115.8699158504305
128,604276.7274623901,Bought 1 units for price $3100.3314574488286
129,601223.6350963198,Bought 1 units for price $3053.092366070226
130,598214.5404948877,Bought 1 units for price $3009.0946014321003
131,595130.7941192854,Bought 1 units for price $3083.746375602353
132,592080.4617473283,Bought 1 units for price $3050.3323719571413
133,588949.1823836672,Bought 1 units for price $3131.2793636611104
134,585831.3982478246,Bought 1 units for price $3117.784135842596
135,582733.6728429283,Bought 1 units for price $3097.725404896321
136,579618.3342943441,Bought 1 units for price $3115.338548584254
137,576505.0380266027,Bought 1 units for price $3113.2962677413507
138,573380.2249413701,Bought 1 units for price $3124.8130852325976
139,570313.5866440437,Bought 1 units for price $3066.638297326417
140,567272.3343923229,Bought 1 units for price $3041.2522517208104
141,564270.2206742548,Bought 1 units for price $3002.1137180681544
142,561080.0796080283,Bought 1 units for price $3190.1410662265425
143,557872.9900821425,Bought 1 units for price $3207.0895258857595
144,554640.5498010095,Bought 1 units for price $3232.4402811330438
145,551446.6102276515,Bought 1 units for price $3193.9395733579017
146,548334.2461315285,Bought 1 units for price $3112.364096122989
147,545211.3199543854,Bought 1 units for price $3122.926177143095
148,542130.5833312244,Bought 1 units for price $3080.736623160949
149,539074.8779982472,Bought 1 units for price $3055.705332977178
150,536030.5974038576,Bought 1 units for price $3044.2805943895546
151,533000.8866303841,Bought 1 units for price $3029.710773473519
152,529964.7431022984,Bought 1 units for price $3036.1435280857963
153,526973.0383927586,Bought 1 units for price $2991.704709539789
154,529928.7379329642,Sold 1 units for price $2955.699540205657 and investment $-1.203500105452274
155,526980.2427740777,Bought 1 units for price $2948.4951588865138
156,529951.7561668908,Sold 1 units for price $2971.5133928131427 and investment $0.7806773518774114
157,527028.9215135337,Bought 1 units for price $2922.834653357165
158,529982.9587806774,Sold 1 units for price $2954.037267143762 and investment $1.0675463201710043
159,532846.5864263534,Sold 1 units for price $2863.6276456760493 and investment $-2.0256707854859477
160,535698.9759602814,Sold 1 units for price $2852.3895339280184 and investment $-2.4101643706814966
161,532879.1624621343,Bought 1 units for price $2819.8134981471417
162,535749.2706199408,Sold 1 units for price $2870.108157806594 and investment $1.7836165296924902
163,538679.6716156331,Sold 1 units for price $2930.40099569222 and investment $3.921801836105252
164,541609.546891391,Sold 1 units for price $2929.875275757993 and investment $3.9031580522318774
165,538728.3334156662,Bought 1 units for price $2881.2134757248527
166,541576.6547353547,Sold 1 units for price $2848.3213196885167 and investment $-1.141607739706307
167,544445.3084644763,Sold 1 units for price $2868.6537291215577 and investment $-0.4359186401533561
168,547287.9795249001,Sold 1 units for price $2842.671060423877 and investment $-1.3377146686876205
169,550118.6341194032,Sold 1 units for price $2830.654594503055 and investment $-1.7547773411367373
170,553031.0327802753,Sold 1 units for price $2912.398660872097 and investment $1.0823628797376337
171,550091.3656500713,Bought 1 units for price $2939.667130204008
172,552954.7718902206,Sold 1 units for price $2863.4062401492934 and investment $-2.5942015431326193
173,555833.2671593537,Sold 1 units for price $2878.4952691331005 and investment $-2.0809111495104013
174,558670.08223827,Sold 1 units for price $2836.8150789163037 and investment $-3.498765225182711
175,555872.2547508404,Bought 1 units for price $2797.8274874295994
176,558671.432013069,Sold 1 units for price $2799.177262228725 and investment $0.0482436749653051
177,561407.8473259063,Sold 1 units for price $2736.415312837189 and investment $-2.1949950405566465
178,564231.1124784593,Sold 1 units for price $2823.2651525529936 and investment $0.9091934809305976
179,567105.7248794714,Sold 1 units for price $2874.6124010120616 and investment $2.7444477519593424
180,569905.3376390391,Sold 1 units for price $2799.612759567752 and investment $0.06380922863092356
181,572688.8602642979,Sold 1 units for price $2783.522625258764 and investment $-0.5112846390674863
182,575535.0125768565,Sold 1 units for price $2846.1523125586627 and investment $1.7272267624141475
183,578296.4431305885,Sold 1 units for price $2761.430553732029 and investment $-1.3008998539437806
184,581086.2494848258,Sold 1 units for price $2789.8063542373025 and investment $-0.2866914857451075
185,583836.115663317,Sold 1 units for price $2749.8661784912542 and investment $-1.7142339602363346
186,586495.6163091445,Sold 1 units for price $2659.500645827509 and investment $-4.9440804418278566
187,589159.1856055406,Sold 1 units for price $2663.569296396151 and investment $-4.798658660573571
188,591647.7269834613,Sold 1 units for price $2488.5413779206724 and investment $-11.054509647164563
189,594174.4872338664,Sold 1 units for price $2526.760250405079 and investment $-9.688490024578076
190,596644.893927444,Sold 1 units for price $2470.4066935777064 and investment $-11.702679858674873
191,599229.3275773815,Sold 1 units for price $2584.4336499375045 and investment $-7.627126348956654
192,601855.8662800991,Sold 1 units for price $2626.538702717586 and investment $-6.122206800869574
193,604397.3203815399,Sold 1 units for price $2541.454101440725 and investment $-9.163302138560656
194,607027.4137680684,Sold 1 units for price $2630.093386528539 and investment $-5.9951552286434815
195,609502.8463707966,Sold 1 units for price $2475.432602728145 and investment $-11.523043724101905
196,611950.0038755554,Sold 1 units for price $2447.157504758816 and investment $-12.533652780463198
197,614187.6318724465,Sold 1 units for price $2237.627996891179 and investment $-20.022660190999943
198,616492.5812388464,Sold 1 units for price $2304.949366399872 and investment $-17.616458600259914
199,618901.9272421739,Sold 1 units for price $2409.3460033275533 and investment $-13.885112139596181
200,616504.019807235,Bought 1 units for price $2397.9074349389643
201,613974.8368057455,Bought 1 units for price $2529.1830014895017
202,611588.6817550324,Bought 1 units for price $2386.155050713055
203,608877.6597114739,Bought 1 units for price $2711.0220435585024
204,606397.1078181628,Bought 1 units for price $2480.5518933110875
205,609138.3876680954,Sold 1 units for price $2741.279849932625 and investment $10.510884989933142
206,606256.1347623782,Bought 1 units for price $2882.252905717185
207,603509.7026975714,Bought 1 units for price $2746.432064806833
208,600537.3367866906,Bought 1 units for price $2972.365910880789
209,597513.3215751518,Bought 1 units for price $3024.015211538825
210,594383.1115820152,Bought 1 units for price $3130.2099931366297
211,591379.7871578222,Bought 1 units for price $3003.324424193006
212,588289.6598646551,Bought 1 units for price $3090.1272931669982
213,585335.4914187675,Bought 1 units for price $2954.168445887611
214,582356.741125407,Bought 1 units for price $2978.7502933604555
215,579240.2620904914,Bought 1 units for price $3116.479034915719
216,576112.0295846832,Bought 1 units for price $3128.2325058081765
217,572886.2293094707,Bought 1 units for price $3225.800275212546
218,569548.3255279993,Bought 1 units for price $3337.903781471421
219,566175.1535712923,Bought 1 units for price $3373.1719567070545
220,562788.9746520057,Bought 1 units for price $3386.1789192866026
221,559418.7669411408,Bought 1 units for price $3370.2077108649028
222,556038.6133703489,Bought 1 units for price $3380.153570791831
223,552664.6484826977,Bought 1 units for price $3373.9648876512297
224,549285.1230454582,Bought 1 units for price $3379.5254372394343
225,545927.3043459011,Bought 1 units for price $3357.818699557044
226,542575.3045221373,Bought 1 units for price $3351.99982376383
227,539247.7983000753,Bought 1 units for price $3327.506222061892
228,535902.0745528662,Bought 1 units for price $3345.723747209184
229,532567.3577967286,Bought 1 units for price $3334.7167561375536
230,529269.7631073312,Bought 1 units for price $3297.594689397413
231,526020.8720976103,Bought 1 units for price $3248.8910097209205
232,522795.2161539531,Bought 1 units for price $3225.6559436571492
233,519511.44402058126,Bought 1 units for price $3283.7721333718737
234,516238.131467799,Bought 1 units for price $3273.3125527822663
235,512961.9473068963,Bought 1 units for price $3276.18416090271
236,509718.34253594,Bought 1 units for price $3243.604770956311
237,506422.78744627273,Bought 1 units for price $3295.5550896672453
238,503097.26603339124,Bought 1 units for price $3325.5214128815
239,499775.5184778853,Bought 1 units for price $3321.747555505935
240,496454.6783558469,Bought 1 units for price $3320.840122038377
241,493125.01862319617,Bought 1 units for price $3329.6597326507435
242,489808.1563356528,Bought 1 units for price $3316.862287543357
243,486518.97681323776,Bought 1 units for price $3289.1795224150487
244,483235.7578682416,Bought 1 units for price $3283.218944996172
245,479947.4240260286,Bought 1 units for price $3288.3338422129686
246,476682.03547444707,Bought 1 units for price $3265.3885515815064
247,473407.5708395239,Bought 1 units for price $3274.4646349231566
248,470154.44343919714,Bought 1 units for price $3253.1274003267613
249,466917.1753560572,Bought 1 units for price $3237.2680831399784
250,463671.0165843336,Bought 1 units for price $3246.1587717235866
251,460436.17703747965,Bought 1 units for price $3234.8395468539416
252,457178.2740704857,Bought 1 units for price $3257.9029669939223
253,453947.5429667876,Bought 1 units for price $3230.731103698123
254,450726.46133660385,Bought 1 units for price $3221.0816301837567
255,447486.292209505,Bought 1 units for price $3240.169127098892
256,444246.2212319423,Bought 1 units for price $3240.070977562661
257,441022.79115092196,Bought 1 units for price $3223.430081020336
258,437798.7521511525,Bought 1 units for price $3224.0389997694533
259,434577.55550700007,Bought 1 units for price $3221.196644152443
260,431372.29934886063,Bought 1 units for price $3205.256158139462
261,428181.1446100914,Bought 1 units for price $3191.1547387692494
262,424988.69430308026,Bought 1 units for price $3192.45030701114
263,421797.3323312653,Bought 1 units for price $3191.361971814955
264,418628.50069520343,Bought 1 units for price $3168.8316360619096
265,415459.8614386772,Bought 1 units for price $3168.6392565262718
266,412318.2350664886,Bought 1 units for price $3141.626372188568
267,409185.68523238116,Bought 1 units for price $3132.549834107473
268,406049.7599256749,Bought 1 units for price $3135.925306706307
269,402903.7620208019,Bought 1 units for price $3145.9979048729915
270,399786.24592647515,Bought 1 units for price $3117.5160943267406
271,396673.54677935055,Bought 1 units for price $3112.6991471245815
272,393580.1948333239,Bought 1 units for price $3093.351946026675
273,390466.39890338783,Bought 1 units for price $3113.795929936045
274,387325.4922696471,Bought 1 units for price $3140.9066337407635
275,384171.95706996083,Bought 1 units for price $3153.5351996862432
276,381031.36615201144,Bought 1 units for price $3140.5909179494106
277,377897.63531445636,Bought 1 units for price $3133.7308375550847
278,374787.28854574496,Bought 1 units for price $3110.346768711385
279,371683.6500962407,Bought 1 units for price $3103.638449504289
280,368575.2144567657,Bought 1 units for price $3108.435639474999
281,365454.93556138093,Bought 1 units for price $3120.278895384777
282,362332.88999918534,Bought 1 units for price $3122.0455621955953
283,359212.4165753859,Bought 1 units for price $3120.473423799433
284,356115.8182100581,Bought 1 units for price $3096.598365327825
285,353021.860186852,Bought 1 units for price $3093.9580232060966
286,349930.07222991646,Bought 1 units for price $3091.7879569355073
287,346843.14642472257,Bought 1 units for price $3086.9258051938978
288,343750.0013867299,Bought 1 units for price $3093.1450379926837
289,340664.84743330994,Bought 1 units for price $3085.153953419956
290,337588.1063221658,Bought 1 units for price $3076.741111144153
291,334513.5182633429,Bought 1 units for price $3074.5880588229106
292,331435.3023697331,Bought 1 units for price $3078.215893609818
293,328368.26253963716,Bought 1 units for price $3067.039830095931
294,325330.49997623794,Bought 1 units for price $3037.7625633992106
295,322283.4759599708,Bought 1 units for price $3047.0240162671357
296,319246.57241469214,Bought 1 units for price $3036.903545278645
297,316207.1342050303,Bought 1 units for price $3039.438209661858
298,313184.5866402238,Bought 1 units for price $3022.5475648064535
299,310174.28532861656,Bought 1 units for price $3010.3013116072443
300,307169.751154569,Bought 1 units for price $3004.534174047595
301,304173.7646215861,Bought 1 units for price $2995.9865329828967
302,301167.08008268056,Bought 1 units for price $3006.684538905535
303,298181.05854975793,Bought 1 units for price $2986.021532922619
304,295183.1756544563,Bought 1 units for price $2997.882895301631
305,292193.6244980647,Bought 1 units for price $2989.5511563916443
306,289198.03335912485,Bought 1 units for price $2995.5911389398407
307,286231.81346356135,Bought 1 units for price $2966.219895563479
308,283261.4294112306,Bought 1 units for price $2970.384052330744
309,280323.237817324,Bought 1 units for price $2938.1915939065943
310,277403.8822461154,Bought 1 units for price $2919.355571208562
311,274510.8321878711,Bought 1 units for price $2893.0500582443256
312,271572.0387914945,Bought 1 units for price $2938.7933963765972
313,268619.96703796834,Bought 1 units for price $2952.07175352614
314,265709.40756161715,Bought 1 units for price $2910.5594763511804
315,262821.8411210695,Bought 1 units for price $2887.5664405476455
316,259881.64899808704,Bought 1 units for price $2940.192122982467
317,256905.0308458557,Bought 1 units for price $2976.618152231323
318,253943.22205722064,Bought 1 units for price $2961.8087886350622
319,250965.6130706062,Bought 1 units for price $2977.6089866144425
320,247980.72069472246,Bought 1 units for price $2984.892375883732
321,245014.11610419102,Bought 1 units for price $2966.6045905314477
322,242022.16867578772,Bought 1 units for price $2991.947428403308
323,239030.1096660768,Bought 1 units for price $2992.0590097109075
324,236023.29903676527,Bought 1 units for price $3006.810629311552
325,233016.61696686054,Bought 1 units for price $3006.6820699047335
326,230011.01571461716,Bought 1 units for price $3005.601252243381
327,227013.00487748007,Bought 1 units for price $2998.0108371370875
328,224005.62254874178,Bought 1 units for price $3007.382328738297
329,220996.12269696782,Bought 1 units for price $3009.4998517739728
330,217995.17483395681,Bought 1 units for price $3000.947863011001
331,215015.81849697503,Bought 1 units for price $2979.356336981798
332,212037.44745770874,Bought 1 units for price $2978.371039266303
333,209058.83161806077,Bought 1 units for price $2978.615839647981
334,206082.7195913201,Bought 1 units for price $2976.1120267406604
335,203144.95051834718,Bought 1 units for price $2937.769072972944
336,200238.61019419582,Bought 1 units for price $2906.3403241513474
337,197312.13072589948,Bought 1 units for price $2926.4794682963416
338,194387.57809894558,Bought 1 units for price $2924.552626953905
339,191499.79858407547,Bought 1 units for price $2887.7795148701002
340,188630.6372315068,Bought 1 units for price $2869.161352568681
341,185752.20987828856,Bought 1 units for price $2878.427353218239
342,182905.09204743453,Bought 1 units for price $2847.1178308540216
343,179982.21369232182,Bought 1 units for price $2922.8783551127067
344,177057.93626693136,Bought 1 units for price $2924.2774253904568
345,174157.51154140022,Bought 1 units for price $2900.4247255311243
346,171233.95562377767,Bought 1 units for price $2923.555917622556
347,168345.38162208654,Bought 1 units for price $2888.5740016911273
348,165497.74699493346,Bought 1 units for price $2847.6346271530847
349,162657.20896807022,Bought 1 units for price $2840.538026863233
350,159730.74281787736,Bought 1 units for price $2926.4661501928636
351,156848.03333041858,Bought 1 units for price $2882.7094874587706
352,153929.39330051618,Bought 1 units for price $2918.640029902404
353,150991.32067018884,Bought 1 units for price $2938.0726303273327
354,148107.38079136185,Bought 1 units for price $2883.939878827
355,145225.63146127437,Bought 1 units for price $2881.7493300874658
356,142380.878750224,Bought 1 units for price $2844.752711050382
357,139448.7594382698,Bought 1 units for price $2932.1193119541936
358,136495.26821053194,Bought 1 units for price $2953.4912277378558
359,133514.7758203442,Bought 1 units for price $2980.4923901877496
360,130501.54701019463,Bought 1 units for price $3013.22881014956
361,127480.37426303682,Bought 1 units for price $3021.172747157799
362,124454.38182294653,Bought 1 units for price $3025.992440090291
363,121450.63451298408,Bought 1 units for price $3003.7473099624485
364,118431.01789720063,Bought 1 units for price $3019.6166157834514
365,115425.56639417066,Bought 1 units for price $3005.451503029961
366,112440.47458383393,Bought 1 units for price $2985.091810336727
367,109463.79252125358,Bought 1 units for price $2976.68206258035
368,106468.88161621724,Bought 1 units for price $2994.9109050363286
369,103484.51224475495,Bought 1 units for price $2984.3693714622864
370,100480.52374811156,Bought 1 units for price $3003.9884966433965
371,97466.23816101924,Bought 1 units for price $3014.2855870923213
372,94452.47614480088,Bought 1 units for price $3013.762016218361
373,91452.39935504217,Bought 1 units for price $3000.0767897587016
374,88459.32352586594,Bought 1 units for price $2993.0758291762263
375,85479.51697503666,Bought 1 units for price $2979.806550829282
376,82503.59695028109,Bought 1 units for price $2975.9200247555746
377,79513.18817873353,Bought 1 units for price $2990.408771547561
378,76517.58193816486,Bought 1 units for price $2995.6062405686625
379,79490.58073404897,Sold 1 units for price $2972.9987958841034 and investment $-0.7546867935576045
380,82454.84355268648,Sold 1 units for price $2964.262818637505 and investment $-1.0463131471246885
381,85396.69825818086,Sold 1 units for price $2941.854705494379 and investment $-1.7943458104186614
382,88321.40439963424,Sold 1 units for price $2924.7061414533864 and investment $-2.3668030248800993
383,91235.3147086932,Sold 1 units for price $2913.9103090589642 and investment $-2.727191925404381
384,88317.85622104236,Bought 1 units for price $2917.458487650848
385,91263.23135896972,Sold 1 units for price $2945.375137927365 and investment $0.9568825193120606
386,88312.49727126013,Bought 1 units for price $2950.734087709591
387,91266.78441397977,Sold 1 units for price $2954.28714271964 and investment $0.12041257885107517
388,94193.206105686,Sold 1 units for price $2926.4216917062263 and investment $-0.8239439841302888
389,97110.99097673959,Sold 1 units for price $2917.784871053584 and investment $-1.1166447289590526
390,100000.57678651287,Sold 1 units for price $2889.5858097732857 and investment $-2.0723073011221347
391,102887.69851631424,Sold 1 units for price $2887.1217298013635 and investment $-2.155814655518645
392,105779.24168729158,Sold 1 units for price $2891.5431709773356 and investment $-2.0059725808163402
393,108659.27849609633,Sold 1 units for price $2880.0368088047553 and investment $-2.395921719930796
394,105773.55615353225,Bought 1 units for price $2885.7223425640864
395,102887.01723438784,Bought 1 units for price $2886.538919144413
396,105760.48462776488,Sold 1 units for price $2873.467393377039 and investment $-0.4528442585921617
397,108604.29988776005,Sold 1 units for price $2843.815259995176 and investment $-1.4800998824537064
398,111430.6707312584,Sold 1 units for price $2826.370843498351 and investment $-2.0844366672837396
399,108627.38890701519,Bought 1 units for price $2803.281824243215
400,105882.95455299359,Bought 1 units for price $2744.4343540216105
401,103130.77324673993,Bought 1 units for price $2752.181306253656
402,100341.79608487421,Bought 1 units for price $2788.977161865725
403,97558.66774952004,Bought 1 units for price $2783.128335354165
404,100361.00785173183,Sold 1 units for price $2802.340102211788 and investment $0.6902939621423586
405,97534.93331264268,Bought 1 units for price $2826.0745390891484
406,94712.78480797028,Bought 1 units for price $2822.1485046723933
407,91856.47070218866,Bought 1 units for price $2856.3141057816274
408,94721.1428842326,Sold 1 units for price $2864.6721820439425 and investment $0.29261754669757867
409,91881.01751897967,Bought 1 units for price $2840.125365252925
410,89021.56260790059,Bought 1 units for price $2859.4549110790786
411,86145.35553414523,Bought 1 units for price $2876.2070737553613
412,83294.255628174,Bought 1 units for price $2851.0999059712312
413,80459.9049167246,Bought 1 units for price $2834.350711449405
414,77648.15134253734,Bought 1 units for price $2811.753574187255
415,74766.80530290054,Bought 1 units for price $2881.3460396368096
416,71896.04269564492,Bought 1 units for price $2870.762607255621
417,69016.51890669683,Bought 1 units for price $2879.523788948089
418,66132.28037944325,Bought 1 units for price $2884.238527253569
419,63199.69009716891,Bought 1 units for price $2932.5902822743456
420,60254.135726154665,Bought 1 units for price $2945.5543710142438
421,57336.72166717845,Bought 1 units for price $2917.41405897622
422,54412.90148274557,Bought 1 units for price $2923.8201844328833
423,51467.17952548302,Bought 1 units for price $2945.7219572625445
424,48523.91579043788,Bought 1 units for price $2943.263735045144
425,45584.03999824859,Bought 1 units for price $2939.8757921892875
426,42658.03160491112,Bought 1 units for price $2926.008393337471
427,39730.820611837196,Bought 1 units for price $2927.2109930739257
428,36797.268075641456,Bought 1 units for price $2933.5525361957384
429,33889.34581328205,Bought 1 units for price $2907.922262359406
430,30984.354275003814,Bought 1 units for price $2904.9915382782387
431,28083.938917572534,Bought 1 units for price $2900.4153574312813
432,25176.762899346784,Bought 1 units for price $2907.176018225749
433,22271.00226440076,Bought 1 units for price $2905.7606349460266
434,19363.582647570962,Bought 1 units for price $2907.419616829798
435,16475.235622550867,Bought 1 units for price $2888.3470250200958
436,13587.02062518484,Bought 1 units for price $2888.214997366027
437,10708.846659296189,Bought 1 units for price $2878.1739658886513
438,7813.000629082811,Bought 1 units for price $2895.8460302133776
439,4920.263142529452,Bought 1 units for price $2892.7374865533593
440,2040.7791685050038,Bought 1.0 units for price $2879.4839740244483
441,2040.7791685050038,Insuffucuent amount to buy unit price $2873.266244480005
442,2040.7791685050038,Insuffucuent amount to buy unit price $2867.276190126495
443,2040.7791685050038,Insuffucuent amount to buy unit price $2867.335117775248
444,2040.7791685050038,Insuffucuent amount to buy unit price $2834.413839103689
445,2040.7791685050038,Insuffucuent amount to buy unit price $2815.620574610022
446,2040.7791685050038,Insuffucuent amount to buy unit price $2805.2599758876095
447,2040.7791685050038,Insuffucuent amount to buy unit price $2818.340569359551
448,2040.7791685050038,Insuffucuent amount to buy unit price $2798.287933025397
449,2040.7791685050038,Insuffucuent amount to buy unit price $2800.7287220358476
450,2040.7791685050038,Insuffucuent amount to buy unit price $2854.8956148548164
451,2040.7791685050038,Insuffucuent amount to buy unit price $2824.3581185489643
452,2040.7791685050038,Insuffucuent amount to buy unit price $2832.534416565556
453,2040.7791685050038,Insuffucuent amount to buy unit price $2832.822305286837
454,2040.7791685050038,Insuffucuent amount to buy unit price $2822.360444265513
455,2040.7791685050038,Insuffucuent amount to buy unit price $2808.4539386258616
