DAY,TOTAL BALANCE,STATUS
126,610494.2058119695,Bought 1 units for price $3130.0402095250843
127,607378.3647341052,Bought 1 units for price $3115.8410778642383
128,604278.0622860104,Bought 1 units for price $3100.3024480947747
129,601224.8029155666,Bought 1 units for price $3053.2593704438
130,598215.7133116022,Bought 1 units for price $3009.0896039643403
131,595132.0067806065,Bought 1 units for price $3083.7065309958325
132,592081.7126493829,Bought 1 units for price $3050.294131223605
133,588950.435758125,Bought 1 units for price $3131.276891257891
134,585832.5448918754,Bought 1 units for price $3117.8908662496424
135,582734.7953663173,Bought 1 units for price $3097.7495255580297
136,579619.4219357115,Bought 1 units for price $3115.373430605698
137,576505.9292508535,Bought 1 units for price $3113.4926848580712
138,573381.1716532946,Bought 1 units for price $3124.757597558944
139,570314.6037361346,Bought 1 units for price $3066.567917160009
140,567273.282148414,Bought 1 units for price $3041.3215877205994
141,564271.1568094841,Bought 1 units for price $3002.1253389298327
142,561080.9946664252,Bought 1 units for price $3190.16214305892
143,557873.8070817182,Bought 1 units for price $3207.1875847068804
144,554641.4626516362,Bought 1 units for price $3232.344430081955
145,551447.524438791,Bought 1 units for price $3193.938212845202
146,548335.1981980139,Bought 1 units for price $3112.326240777033
147,545212.3186265826,Bought 1 units for price $3122.879571431296
148,542131.4794544749,Bought 1 units for price $3080.8391721077196
149,539075.7638844709,Bought 1 units for price $3055.715570003974
150,536031.480209704,Bought 1 units for price $3044.283674766931
151,533001.7592559229,Bought 1 units for price $3029.720953781211
152,529965.6592735883,Bought 1 units for price $3036.099982334575
153,526973.8749309427,Bought 1 units for price $2991.7843426457252
154,529929.3487594402,Sold 1 units for price $2955.4738284975206 and investment $-1.213674182013206
155,526980.8672798994,Bought 1 units for price $2948.4814795408647
156,529952.5085772619,Sold 1 units for price $2971.6412973625525 and investment $0.7854828996685496
157,527029.5747810273,Bought 1 units for price $2922.933796234695
158,529983.4940523593,Sold 1 units for price $2953.919271331948 and investment $1.0600813175162715
159,532847.145165025,Sold 1 units for price $2863.651112665805 and investment $-2.02819111555853
160,535699.6533939127,Sold 1 units for price $2852.508228887684 and investment $-2.409413700636425
161,532879.6788755122,Bought 1 units for price $2819.9745184005005
162,535749.822756559,Sold 1 units for price $2870.143881046837 and investment $1.779071488730786
163,538680.0147454718,Sold 1 units for price $2930.191988912795 and investment $3.908456257073204
164,541609.860279171,Sold 1 units for price $2929.8455336992383 and investment $3.89617050018796
165,538728.6563285256,Bought 1 units for price $2881.203950645357
166,541577.0873492679,Sold 1 units for price $2848.4310207422805 and investment $-1.1374734473668842
167,544445.528544344,Sold 1 units for price $2868.441195076085 and investment $-0.4429660582137311
168,547288.2514516735,Sold 1 units for price $2842.7229073294866 and investment $-1.3355890098391385
169,550118.9929845391,Sold 1 units for price $2830.74153286573 and investment $-1.7514351168484348
170,553031.3946800452,Sold 1 units for price $2912.4016955060356 and investment $1.0828023768914588
171,550091.8848990194,Bought 1 units for price $2939.509781025832
172,552955.2806003992,Sold 1 units for price $2863.3957013798517 and investment $-2.5893460242006077
173,555833.7807793962,Sold 1 units for price $2878.5001789968865 and investment $-2.075502603282868
174,558670.5202443019,Sold 1 units for price $2836.7394649057487 and investment $-3.4961719393979545
175,555872.7499858432,Bought 1 units for price $2797.770258458689
176,558672.109769959,Sold 1 units for price $2799.359784115807 and investment $0.056814016530208414
177,561408.6618628913,Sold 1 units for price $2736.552092932326 and investment $-2.1881055222914734
178,564231.8117382762,Sold 1 units for price $2823.1498753849237 and investment $0.9071372765330769
179,567106.3864455924,Sold 1 units for price $2874.574707316181 and investment $2.7452021346386046
180,569905.9084006869,Sold 1 units for price $2799.52195509449 and investment $0.06261045311010449
181,572689.2652411229,Sold 1 units for price $2783.356840436045 and investment $-0.5151751820603272
182,575535.3312751757,Sold 1 units for price $2846.0660340526997 and investment $1.7262237829569704
183,578296.9458063606,Sold 1 units for price $2761.614531184901 and investment $-1.2923050834669554
184,581086.7669897351,Sold 1 units for price $2789.821183374453 and investment $-0.2841217952118495
185,583836.7562323865,Sold 1 units for price $2749.989242651326 and investment $-1.707824853127358
186,586496.1586790214,Sold 1 units for price $2659.4024466349697 and investment $-4.945645962365302
187,589159.8412073252,Sold 1 units for price $2663.682528303821 and investment $-4.79266407774089
188,591648.5198418812,Sold 1 units for price $2488.678634556025 and investment $-11.047784319250892
189,594175.4285762924,Sold 1 units for price $2526.908734411064 and investment $-9.681335457359697
190,596645.950331477,Sold 1 units for price $2470.5217551846595 and investment $-11.696761100545586
191,599230.5618666095,Sold 1 units for price $2584.611535132495 and investment $-7.618878736798944
192,601857.2000349328,Sold 1 units for price $2626.638168323364 and investment $-6.116731336961276
193,604398.6705911229,Sold 1 units for price $2541.4705561901424 and investment $-9.160855917088204
194,607028.7548112543,Sold 1 units for price $2630.0842201313994 and investment $-5.9935599722783905
195,609504.2879153664,Sold 1 units for price $2475.533104112016 and investment $-11.517641713876664
196,611951.6446126557,Sold 1 units for price $2447.356697289356 and investment $-12.524743949575704
197,614189.0751354297,Sold 1 units for price $2237.43052277404 and investment $-20.02808250572168
198,616493.9894206853,Sold 1 units for price $2304.9142852555483 and investment $-17.616027324368606
199,618903.369682342,Sold 1 units for price $2409.380261656687 and investment $-13.882126154846219
200,616505.2759802123,Bought 1 units for price $2398.0937021297823
201,613976.0797091714,Bought 1 units for price $2529.1962710407847
202,611589.9516837088,Bought 1 units for price $2386.1280254625713
203,608878.9153189987,Bought 1 units for price $2711.0363647100453
204,606398.2724503869,Bought 1 units for price $2480.642868611896
205,609139.6539332165,Sold 1 units for price $2741.3814828296045 and investment $10.510929143283368
206,606257.4241269077,Bought 1 units for price $2882.22980630875
207,603510.8535979257,Bought 1 units for price $2746.570528982017
208,600538.4787912447,Bought 1 units for price $2972.3748066811168
209,597514.5403504614,Bought 1 units for price $3023.93844078325
210,594384.3684625932,Bought 1 units for price $3130.1718878682123
211,591381.0534746345,Bought 1 units for price $3003.3149879586103
212,588290.7846489438,Bought 1 units for price $3090.268825690689
213,585336.546158181,Bought 1 units for price $2954.2384907628248
214,582357.7741692985,Bought 1 units for price $2978.7719888825786
215,579241.4008496648,Bought 1 units for price $3116.3733196337
216,576113.1458331769,Bought 1 units for price $3128.2550164878585
217,572887.2513793712,Bought 1 units for price $3225.894453805712
218,569549.5188498648,Bought 1 units for price $3337.732529506357
219,566176.3197713853,Bought 1 units for price $3373.1990784795476
220,562790.1728130373,Bought 1 units for price $3386.1469583480225
221,559419.8904859406,Bought 1 units for price $3370.2823270967137
222,556039.7244009336,Bought 1 units for price $3380.1660850070207
223,552665.7906483542,Bought 1 units for price $3373.9337525793603
224,549286.3616093246,Bought 1 units for price $3379.429039029624
225,545928.6227387581,Bought 1 units for price $3357.738870566495
226,542576.5012741184,Bought 1 units for price $3352.121464639623
227,539248.7804671426,Bought 1 units for price $3327.7208069758112
228,535903.0294619972,Bought 1 units for price $3345.751005145328
229,532568.3204993991,Bought 1 units for price $3334.708962598113
230,529270.7348298916,Bought 1 units for price $3297.5856695075013
231,526021.813179721,Bought 1 units for price $3248.9216501705732
232,522796.310458911,Bought 1 units for price $3225.5027208100346
233,519512.65374662366,Bought 1 units for price $3283.656712287355
234,516239.28395283304,Bought 1 units for price $3273.3697937906377
235,512963.01941884693,Bought 1 units for price $3276.2645339860774
236,509719.38112787204,Bought 1 units for price $3243.638290974893
237,506423.90778491774,Bought 1 units for price $3295.4733429543107
238,503098.36378002405,Bought 1 units for price $3325.5440048936625
239,499776.6301035697,Bought 1 units for price $3321.733676454358
240,496455.81014020374,Bought 1 units for price $3320.81996336596
241,493126.1978280323,Bought 1 units for price $3329.6123121714063
242,489809.3725329319,Bought 1 units for price $3316.8252951004024
243,486520.1097918743,Bought 1 units for price $3289.2627410576238
244,483236.91269914707,Bought 1 units for price $3283.1970927272328
245,479948.8074485483,Bought 1 units for price $3288.1052505987236
246,476683.423558554,Bought 1 units for price $3265.3838899943707
247,473408.71279227326,Bought 1 units for price $3274.710766280708
248,470155.65118621173,Bought 1 units for price $3253.061606061536
249,466918.45728248404,Bought 1 units for price $3237.1939037276898
250,463672.17473170394,Bought 1 units for price $3246.2825507801317
251,460437.3324115555,Bought 1 units for price $3234.842320148405
252,457179.51754981943,Bought 1 units for price $3257.8148617360603
253,453948.7677609578,Bought 1 units for price $3230.749788861633
254,450727.5137718797,Bought 1 units for price $3221.2539890781118
255,447487.47812190466,Bought 1 units for price $3240.0356499750437
256,444247.5677128185,Bought 1 units for price $3239.910409086131
257,441024.1851623493,Bought 1 units for price $3223.382550469201
258,437800.1529910432,Bought 1 units for price $3224.0321713061585
259,434578.9575194231,Bought 1 units for price $3221.1954716200958
260,431373.5805505749,Bought 1 units for price $3205.3769688482325
261,428182.4357849768,Bought 1 units for price $3191.1447655980705
262,424989.9033139654,Bought 1 units for price $3192.532471011376
263,421798.4421325471,Bought 1 units for price $3191.461181418314
264,418629.62414944725,Bought 1 units for price $3168.817983099869
265,415461.1132143902,Bought 1 units for price $3168.510935057069
266,412319.51600649103,Bought 1 units for price $3141.597207899176
267,409186.99578167713,Bought 1 units for price $3132.520224813886
268,406051.0375987763,Bought 1 units for price $3135.9581829008434
269,402905.1540518711,Bought 1 units for price $3145.883546905164
270,399787.74693242327,Bought 1 units for price $3117.407119447828
271,396674.9887775317,Bought 1 units for price $3112.7581548915637
272,393581.7762410802,Bought 1 units for price $3093.212536451505
273,390467.89618189854,Bought 1 units for price $3113.8800591816753
274,387326.9571127393,Bought 1 units for price $3140.939069159208
275,384173.32906533417,Bought 1 units for price $3153.628047405146
276,381032.8312181565,Bought 1 units for price $3140.497847177672
277,377899.2030715875,Bought 1 units for price $3133.628146569032
278,374788.92907661543,Bought 1 units for price $3110.2739949720312
279,371685.38020752836,Bought 1 units for price $3103.5488690870748
280,368576.926288594,Bought 1 units for price $3108.4539189343122
281,365456.7723900399,Bought 1 units for price $3120.1538985541247
282,362334.7594623304,Bought 1 units for price $3122.012927709558
283,359214.30374749657,Bought 1 units for price $3120.455714833785
284,356117.6573980773,Bought 1 units for price $3096.646349419231
285,353023.60708923155,Bought 1 units for price $3094.050308845778
286,349931.8081255326,Bought 1 units for price $3091.798963698937
287,346844.78665464144,Bought 1 units for price $3087.0214708911653
288,343751.7262714623,Bought 1 units for price $3093.060383179146
289,340666.50258090283,Bought 1 units for price $3085.223690559421
290,337589.7281217082,Bought 1 units for price $3076.774459194627
291,334515.09484592173,Bought 1 units for price $3074.6332757864916
292,331436.85444825434,Bought 1 units for price $3078.2403976673713
293,328369.93913004716,Bought 1 units for price $3066.915318207151
294,325332.3710231297,Bought 1 units for price $3037.568106917512
295,322285.5694631654,Bought 1 units for price $3046.801559964232
296,319248.67013779836,Bought 1 units for price $3036.899325367087
297,316209.2503010794,Bought 1 units for price $3039.419836718921
298,313186.70339608676,Bought 1 units for price $3022.546904992685
299,310176.4139895686,Bought 1 units for price $3010.289406518147
300,307171.8662183839,Bought 1 units for price $3004.547771184707
301,304175.87336184137,Bought 1 units for price $2995.9928565425153
302,301169.1873935535,Bought 1 units for price $3006.685968287857
303,298182.9783759664,Bought 1 units for price $2986.209017587077
304,295185.0264743705,Bought 1 units for price $2997.9519015959477
305,292195.3130094381,Bought 1 units for price $2989.713464932387
306,289199.65247503185,Bought 1 units for price $2995.6605344062586
307,286233.54212448443,Bought 1 units for price $2966.110350547398
308,283263.2455935246,Bought 1 units for price $2970.2965309598558
309,280325.11750584404,Bought 1 units for price $2938.1280876805536
310,277405.7007267521,Bought 1 units for price $2919.416779091922
311,274512.6176902337,Bought 1 units for price $2893.0830365184283
312,271573.83160725323,Bought 1 units for price $2938.7860829804663
313,268621.802065465,Bought 1 units for price $2952.029541788213
314,265711.1769249746,Bought 1 units for price $2910.62514049044
315,262823.5342970212,Bought 1 units for price $2887.6426279534007
316,259883.29798015347,Bought 1 units for price $2940.236316867749
317,256906.56699821717,Bought 1 units for price $2976.7309819362868
318,253944.78734894787,Bought 1 units for price $2961.7796492693083
319,250967.1644032948,Bought 1 units for price $2977.622945653068
320,247982.2702896741,Bought 1 units for price $2984.8941136206713
321,245015.64740853463,Bought 1 units for price $2966.6228811394703
322,242023.86300601487,Bought 1 units for price $2991.784402519745
323,239031.79320687804,Bought 1 units for price $2992.069799136824
324,236024.99155430595,Bought 1 units for price $3006.8016525720964
325,233018.27308541685,Bought 1 units for price $3006.718468889101
326,230012.54025672152,Bought 1 units for price $3005.732828695339
327,227014.57160707936,Bought 1 units for price $2997.9686496421605
328,224007.1430648726,Bought 1 units for price $3007.428542206751
329,220997.57611112384,Bought 1 units for price $3009.566953748766
330,217996.6598841148,Bought 1 units for price $3000.916227009025
331,215017.28388255637,Bought 1 units for price $2979.3760015584303
332,212038.84354683926,Bought 1 units for price $2978.440335717115
333,209060.11816770257,Bought 1 units for price $2978.7253791366875
334,206084.13217482175,Bought 1 units for price $2975.9859928808187
335,203146.37730439776,Bought 1 units for price $2937.754870423995
336,200240.1092889411,Bought 1 units for price $2906.2680154566438
337,197313.64153012424,Bought 1 units for price $2926.467758816863
338,194389.07204047864,Bought 1 units for price $2924.569489645611
339,191501.15610853626,Bought 1 units for price $2887.91593194239
340,188632.02153523706,Bought 1 units for price $2869.134573299195
341,185753.63083917755,Bought 1 units for price $2878.3906960595
342,182906.5496037505,Bought 1 units for price $2847.0812354270674
343,179983.61640894762,Bought 1 units for price $2922.933194802868
344,177059.21637995486,Bought 1 units for price $2924.400028992769
345,174158.70211537834,Bought 1 units for price $2900.514264576521
346,171235.06338304255,Bought 1 units for price $2923.638732335803
347,168346.42650226856,Bought 1 units for price $2888.6368807739836
348,165498.8234208296,Bought 1 units for price $2847.6030814389537
349,162658.2128290793,Bought 1 units for price $2840.6105917502923
350,159731.89526254847,Bought 1 units for price $2926.31756653084
351,156849.19954799162,Bought 1 units for price $2882.695714556833
352,153930.54219881538,Bought 1 units for price $2918.6573491762324
353,150992.49765604065,Bought 1 units for price $2938.0445427747386
354,148108.52409743497,Bought 1 units for price $2883.973558605682
355,145226.77342349867,Bought 1 units for price $2881.750673936301
356,142382.03666563274,Bought 1 units for price $2844.73675786592
357,139449.981745037,Bought 1 units for price $2932.054920595762
358,136496.43246634392,Bought 1 units for price $2953.549278693084
359,133516.07485243556,Bought 1 units for price $2980.357613908352
360,130502.86867845702,Bought 1 units for price $3013.2061739785413
361,127481.89381630112,Bought 1 units for price $3020.9748621558983
362,124456.00607886416,Bought 1 units for price $3025.8877374369567
363,121452.35173983204,Bought 1 units for price $3003.6543390321112
364,118432.83080418034,Bought 1 units for price $3019.5209356517057
365,115427.34839674535,Bought 1 units for price $3005.4824074349913
366,112442.31919400778,Bought 1 units for price $2985.0292027375713
367,109465.68866083893,Bought 1 units for price $2976.6305331688477
368,106470.57250416304,Bought 1 units for price $2995.116156675898
369,103486.12997143743,Bought 1 units for price $2984.4425327256013
370,100482.10262399302,Bought 1 units for price $3004.027347444415
371,97467.81997697269,Bought 1 units for price $3014.282647020333
372,94454.02735159472,Bought 1 units for price $3013.792625377976
373,91454.12214510477,Bought 1 units for price $2999.905206489942
374,88461.03917423656,Bought 1 units for price $2993.082970868209
375,85481.39876946018,Bought 1 units for price $2979.640404776373
376,82505.45640610172,Bought 1 units for price $2975.942363358462
377,79515.04884708558,Bought 1 units for price $2990.407559016131
378,76519.23921121359,Bought 1 units for price $2995.8096358719863
379,79492.26222817662,Sold 1 units for price $2973.023016963041 and investment $-0.7606163835010493
380,82456.61130225867,Sold 1 units for price $2964.3490740820457 and investment $-1.0501522330801702
381,85398.35053863883,Sold 1 units for price $2941.739236380159 and investment $-1.8048676673038666
382,88323.24670225623,Sold 1 units for price $2924.896163617406 and investment $-2.3670887297196304
383,91236.9887874446,Sold 1 units for price $2913.742085188365 and investment $-2.739411399874684
384,88319.57846221914,Bought 1 units for price $2917.410325225457
385,91264.91525121426,Sold 1 units for price $2945.336788995125 and investment $0.9572346929809986
386,88314.4433448584,Bought 1 units for price $2950.471906355865
387,91268.6238492831,Sold 1 units for price $2954.180504424698 and investment $0.1256950815509881
388,94195.08873514719,Sold 1 units for price $2926.4648858640844 and investment $-0.8136671438919665
389,97112.81271376145,Sold 1 units for price $2917.723978614264 and investment $-1.109921693240184
390,100002.48047552492,Sold 1 units for price $2889.6677617634764 and investment $-2.060827776783951
391,102889.47210796189,Sold 1 units for price $2886.9916324369756 and investment $-2.1515295157408936
392,105781.09926639801,Sold 1 units for price $2891.627158436121 and investment $-1.9944181740209548
393,108660.97568242508,Sold 1 units for price $2879.8764160270616 and investment $-2.3926847151714137
394,105775.24872953285,Bought 1 units for price $2885.72695289224
395,102888.52549052222,Bought 1 units for price $2886.723239010625
396,105761.86673244178,Sold 1 units for price $2873.341241919548 and investment $-0.46357049093711045
397,108605.35203017645,Sold 1 units for price $2843.4852977346704 and investment $-1.4978208056680111
398,111431.5152659244,Sold 1 units for price $2826.163235747948 and investment $-2.0978804772234776
399,108628.2551117182,Bought 1 units for price $2803.260154206205
400,105883.80492388342,Bought 1 units for price $2744.4501878347846
401,103131.74992098757,Bought 1 units for price $2752.0550028958532
402,100342.91884065651,Bought 1 units for price $2788.831080331054
403,97559.93717487932,Bought 1 units for price $2782.981665777191
404,100362.34114029112,Sold 1 units for price $2802.4039654117933 and investment $0.6978953499206061
405,97536.23770721623,Bought 1 units for price $2826.1034330748857
406,94714.05660185937,Bought 1 units for price $2822.1811053568626
407,91857.77633784227,Bought 1 units for price $2856.280264017094
408,94722.14300583566,Sold 1 units for price $2864.3666679934004 and investment $0.283109612112561
409,91881.86540445505,Bought 1 units for price $2840.277601380616
410,89022.37096731721,Bought 1 units for price $2859.494437137837
411,86146.08676272037,Bought 1 units for price $2876.284204596839
412,83295.14402824796,Bought 1 units for price $2850.9427344724077
413,80460.77040297263,Bought 1 units for price $2834.3736252753265
414,77648.96074672228,Bought 1 units for price $2811.8096562503483
415,74767.57276708989,Bought 1 units for price $2881.3879796323854
416,71896.87492560827,Bought 1 units for price $2870.697841481627
417,69017.43796916121,Bought 1 units for price $2879.436956447049
418,66133.38905099311,Bought 1 units for price $2884.0489181681032
419,63200.93636927421,Bought 1 units for price $2932.452681718894
420,60255.32968920613,Bought 1 units for price $2945.606680068081
421,57337.87062895713,Bought 1 units for price $2917.459060249006
422,54414.11285796157,Bought 1 units for price $2923.75777099556
423,51468.27465095884,Bought 1 units for price $2945.8382070027264
424,48525.22092353752,Bought 1 units for price $2943.053727421317
425,45585.33831606107,Bought 1 units for price $2939.88260747645
426,42659.14832512095,Bought 1 units for price $2926.1899909401177
427,39731.890865721696,Bought 1 units for price $2927.257459399257
428,36798.233657547935,Bought 1 units for price $2933.657208173761
429,33890.26209306507,Bought 1 units for price $2907.9715644828707
430,30985.27177654825,Bought 1 units for price $2904.990316516819
431,28084.831824504756,Bought 1 units for price $2900.439952043493
432,25177.80043142285,Bought 1 units for price $2907.031393081906
433,22272.25389058271,Bought 1 units for price $2905.546540840141
434,19364.85444766426,Bought 1 units for price $2907.399442918449
435,16476.55180263812,Bought 1 units for price $2888.302645026139
436,13588.322696288555,Bought 1 units for price $2888.229106349567
437,10710.138486055892,Bought 1 units for price $2878.1842102326623
438,7814.377561642461,Bought 1 units for price $2895.760924413431
439,4921.652683250806,Bought 1 units for price $2892.724878391655
440,2042.2482714811063,Bought 1.0 units for price $2879.4044117697
441,2042.2482714811063,Insuffucuent amount to buy unit price $2873.37059132274
442,2042.2482714811063,Insuffucuent amount to buy unit price $2867.2616879489065
443,2042.2482714811063,Insuffucuent amount to buy unit price $2867.2072828407954
444,2042.2482714811063,Insuffucuent amount to buy unit price $2834.4263622339317
445,2042.2482714811063,Insuffucuent amount to buy unit price $2815.439616077459
446,2042.2482714811063,Insuffucuent amount to buy unit price $2805.3684116699824
447,2042.2482714811063,Insuffucuent amount to buy unit price $2818.4381593686717
448,2042.2482714811063,Insuffucuent amount to buy unit price $2798.364468120679
449,2042.2482714811063,Insuffucuent amount to buy unit price $2800.741477547056
450,2042.2482714811063,Insuffucuent amount to buy unit price $2854.849314830087
451,2042.2482714811063,Insuffucuent amount to buy unit price $2824.242059507927
452,2042.2482714811063,Insuffucuent amount to buy unit price $2832.5801717516724
453,2042.2482714811063,Insuffucuent amount to buy unit price $2832.982606864748
454,2042.2482714811063,Insuffucuent amount to buy unit price $2822.4733688903393
455,2042.2482714811063,Insuffucuent amount to buy unit price $2808.450217447261
