DAY,TOTAL BALANCE,STATUS
41,869814.0867645575,Bought 1 units for price $3310.2420568778466
42,866544.1331160892,Bought 1 units for price $3269.953648468363
43,863234.0225668536,Bought 1 units for price $3310.1105492356205
44,859962.9923608229,Bought 1 units for price $3271.030206030653
45,856572.3038969606,Bought 1 units for price $3390.688463862261
46,853171.3514463382,Bought 1 units for price $3400.952450622301
47,849705.9659225437,Bought 1 units for price $3465.3855237945245
48,846252.4866096108,Bought 1 units for price $3453.479312932772
49,842816.9203218311,Bought 1 units for price $3435.5662877797517
50,839373.8018619954,Bought 1 units for price $3443.118459835737
51,835946.9082846971,Bought 1 units for price $3426.8935772982118
52,832463.0806591383,Bought 1 units for price $3483.827625558804
53,828979.7489726365,Bought 1 units for price $3483.331686501781
54,825491.0864856916,Bought 1 units for price $3488.6624869449824
55,821979.1681053537,Bought 1 units for price $3511.9183803379137
56,818444.9408812819,Bought 1 units for price $3534.2272240718926
57,814967.8041485839,Bought 1 units for price $3477.1367326979134
58,811520.9786164215,Bought 1 units for price $3446.825532162433
59,808101.5448228567,Bought 1 units for price $3419.4337935647936
60,804740.5841022994,Bought 1 units for price $3360.9607205572365
61,801331.9770461788,Bought 1 units for price $3408.607056120649
62,797983.560639369,Bought 1 units for price $3348.416406809837
63,794602.7712237086,Bought 1 units for price $3380.7894156603447
64,791239.7730632296,Bought 1 units for price $3362.99816047901
65,787904.3227503856,Bought 1 units for price $3335.450312844048
66,784552.7233298171,Bought 1 units for price $3351.5994205685583
67,781254.265777937,Bought 1 units for price $3298.457551880024
68,778007.6662685182,Bought 1 units for price $3246.5995094188124
69,774770.7535025094,Bought 1 units for price $3236.912766008806
70,771455.164203089,Bought 1 units for price $3315.589299420517
71,768174.0999769622,Bought 1 units for price $3281.0642261267158
72,764854.607960505,Bought 1 units for price $3319.4920164572386
73,761497.5881499654,Bought 1 units for price $3357.019810539533
74,758112.0814642849,Bought 1 units for price $3385.506685680531
75,754710.8771332605,Bought 1 units for price $3401.204331024458
76,751327.3571454879,Bought 1 units for price $3383.5199877725568
77,747986.3899461456,Bought 1 units for price $3340.967199342363
78,744647.2017446172,Bought 1 units for price $3339.1882015283745
79,741248.246719944,Bought 1 units for price $3398.9550246731687
80,737916.39185113,Bought 1 units for price $3331.8548688140395
81,734489.4350514394,Bought 1 units for price $3426.956799690601
82,731034.3864392829,Bought 1 units for price $3455.0486121565173
83,727453.5588938013,Bought 1 units for price $3580.8275454816007
84,723926.9072388072,Bought 1 units for price $3526.651654994116
85,720426.602083738,Bought 1 units for price $3500.305155069244
86,716918.5936223294,Bought 1 units for price $3508.00846140859
87,713434.0390431829,Bought 1 units for price $3484.554579146536
88,709955.3092422488,Bought 1 units for price $3478.7298009340557
89,706511.6879650085,Bought 1 units for price $3443.621277240268
90,703080.4232762199,Bought 1 units for price $3431.264688788661
91,699683.2619779448,Bought 1 units for price $3397.1612982751453
92,696297.7562548022,Bought 1 units for price $3385.505723142528
93,692922.897926882,Bought 1 units for price $3374.858327920232
94,689533.114063698,Bought 1 units for price $3389.7838631840773
95,686151.1121926677,Bought 1 units for price $3382.0018710302747
96,682778.2574089818,Bought 1 units for price $3372.8547836859343
97,679404.8279957792,Bought 1 units for price $3373.429413202526
98,676024.4803200965,Bought 1 units for price $3380.347675682717
99,672690.7854982793,Bought 1 units for price $3333.6948218171888
100,669330.3162152222,Bought 1 units for price $3360.4692830570634
101,665979.010020312,Bought 1 units for price $3351.3061949102234
102,662629.8423608991,Bought 1 units for price $3349.167659412988
103,659302.0811937492,Bought 1 units for price $3327.761167149914
104,655995.5720455024,Bought 1 units for price $3306.5091482468183
105,652700.957802789,Bought 1 units for price $3294.614242713333
106,649429.8429007669,Bought 1 units for price $3271.114902022202
107,646183.6069925048,Bought 1 units for price $3246.235908262099
108,642925.1700174537,Bought 1 units for price $3258.436975051068
109,639706.7389964139,Bought 1 units for price $3218.4310210398207
110,636467.3085526167,Bought 1 units for price $3239.43044379711
111,633251.6730321122,Bought 1 units for price $3215.635520504609
112,630016.0076674887,Bought 1 units for price $3235.6653646235827
113,626740.0007884039,Bought 1 units for price $3276.0068790847645
114,623482.7113878317,Bought 1 units for price $3257.289400572218
115,620230.864251307,Bought 1 units for price $3251.847136524721
116,617006.1405142955,Bought 1 units for price $3224.7237370114576
117,613790.5727796983,Bought 1 units for price $3215.567734597256
118,610564.0140513759,Bought 1 units for price $3226.558728322368
119,607366.495596432,Bought 1 units for price $3197.51845494391
120,610521.7208520573,Sold 1 units for price $3155.2252556253443 and investment $-1.3226882006942977
121,607336.6801761067,Bought 1 units for price $3185.040675950567
122,610488.7271396149,Sold 1 units for price $3152.046963508141 and investment $-1.035896109319844
123,613658.6602168079,Sold 1 units for price $3169.933077193019 and investment $-0.4743298530414962
124,616803.9778382453,Sold 1 units for price $3145.317621437485 and investment $-1.2471757366560836
125,613624.2480185904,Bought 1 units for price $3179.7298196549987
126,610494.2310216062,Bought 1 units for price $3130.0169969841445
127,607378.3770730575,Bought 1 units for price $3115.853948548745
128,604278.097396591,Bought 1 units for price $3100.279676466453
129,601224.8345344706,Bought 1 units for price $3053.2628621203526
130,598215.7914514261,Bought 1 units for price $3009.0430830444666
131,595132.0278841623,Bought 1 units for price $3083.76356726384
132,592081.6977616743,Bought 1 units for price $3050.3301224879187
133,588950.4004896691,Bought 1 units for price $3131.29727200522
134,585832.5447377479,Bought 1 units for price $3117.855751921225
135,582734.7964215506,Bought 1 units for price $3097.7483161972773
136,579619.4333481091,Bought 1 units for price $3115.363073441401
137,576505.9382699284,Bought 1 units for price $3113.495078180651
138,573381.182836126,Bought 1 units for price $3124.7554338025
139,570314.6074529567,Bought 1 units for price $3066.5753831691914
140,567273.3104501175,Bought 1 units for price $3041.2970028392524
141,564271.2141147751,Bought 1 units for price $3002.096335342405
142,561081.078249247,Bought 1 units for price $3190.1358655280474
143,557873.8919381425,Bought 1 units for price $3207.1863111045905
144,554641.5132168691,Bought 1 units for price $3232.378721273377
145,551447.5668733247,Bought 1 units for price $3193.9463435444395
146,548335.2159281913,Bought 1 units for price $3112.350945133348
147,545212.3404120624,Bought 1 units for price $3122.8755161289123
148,542131.5198952247,Bought 1 units for price $3080.820516837608
149,539075.7882063201,Bought 1 units for price $3055.7316889045733
150,536031.490322254,Bought 1 units for price $3044.297884066156
151,533001.7599535797,Bought 1 units for price $3029.730368674294
152,529965.6333450148,Bought 1 units for price $3036.1266085649304
153,526973.8545989873,Bought 1 units for price $2991.7787460275454
154,529929.3030876619,Sold 1 units for price $2955.448488674592 and investment $-1.2143363676606134
155,526980.7955397622,Bought 1 units for price $2948.5075478996446
156,529952.4157650727,Sold 1 units for price $2971.620225310498 and investment $0.7838771661723438
157,527029.4849594958,Bought 1 units for price $2922.9308055768406
158,529983.383193147,Sold 1 units for price $2953.8982336511717 and investment $1.0594649731442987
159,532847.097975175,Sold 1 units for price $2863.7147820279492 and investment $-2.0259126023753096
160,535699.6058080415,Sold 1 units for price $2852.507832866568 and investment $-2.4093273975527616
161,532879.6157835748,Bought 1 units for price $2819.990024466812
162,535749.7236729827,Sold 1 units for price $2870.10788940786 and investment $1.7772355400627378
163,538679.9308083848,Sold 1 units for price $2930.2071354021564 and investment $3.908422014938994
164,541609.733716745,Sold 1 units for price $2929.8029083602787 and investment $3.8940876719671924
165,538728.5503535104,Bought 1 units for price $2881.1833632346124
166,541576.9845443951,Sold 1 units for price $2848.4341908847423 and investment $-1.1366569989181008
167,544445.3955503337,Sold 1 units for price $2868.411005938525 and investment $-0.44330247977513415
168,547288.1155392281,Sold 1 units for price $2842.7199888943705 and investment $-1.3349852991327944
169,550118.838807454,Sold 1 units for price $2830.7232682259228 and investment $-1.7513670130331358
170,553031.2621507769,Sold 1 units for price $2912.423343322985 and investment $1.0842760126624005
171,550091.7569824052,Bought 1 units for price $2939.5051683717384
172,552955.1471438281,Sold 1 units for price $2863.390161422937 and investment $-2.5893816336088684
173,555833.6162101378,Sold 1 units for price $2878.4690663097936 and investment $-2.0764073735496833
174,558670.3724123138,Sold 1 units for price $2836.7562021760127 and investment $-3.4954511154216044
175,555872.5640085815,Bought 1 units for price $2797.8084037324265
176,558671.858727031,Sold 1 units for price $2799.294718449574 and investment $0.053124249507737135
177,561408.4153777993,Sold 1 units for price $2736.5566507682693 and investment $-2.189276180686431
178,564231.5687080114,Sold 1 units for price $2823.1533302121343 and investment $0.9058849936220167
179,567106.1244164663,Sold 1 units for price $2874.5557084549046 and investment $2.743122245972705
180,569905.6902621058,Sold 1 units for price $2799.565845639437 and investment $0.06281494846702491
181,572689.0512269582,Sold 1 units for price $2783.360964852331 and investment $-0.516384140558795
182,575535.1017549842,Sold 1 units for price $2846.050528026126 and investment $1.7242826288369775
183,578296.7430733888,Sold 1 units for price $2761.6413184045873 and investment $-1.2926934267403873
184,581086.5873087214,Sold 1 units for price $2789.844235332508 and investment $-0.28465739073818663
185,583836.5635147686,Sold 1 units for price $2749.9762060472412 and investment $-1.709630924740042
186,586495.9486670363,Sold 1 units for price $2659.385152267699 and investment $-4.9475600716640695
187,589159.6348844706,Sold 1 units for price $2663.6862174343405 and investment $-4.793830275123909
188,591648.2748343229,Sold 1 units for price $2488.6399498522846 and investment $-11.0503797710985
189,594175.1814937886,Sold 1 units for price $2526.906659465749 and investment $-9.682641023784196
190,596645.6573447776,Sold 1 units for price $2470.4758509890235 and investment $-11.699605745222721
191,599230.2467474915,Sold 1 units for price $2584.5894027139652 and investment $-7.6209293221800225
192,601856.8901031597,Sold 1 units for price $2626.643355668146 and investment $-6.117825932466901
193,604398.3543569939,Sold 1 units for price $2541.4642538342314 and investment $-9.162319676937788
194,607028.4128566848,Sold 1 units for price $2630.058499690845 and investment $-5.995760961250744
195,609503.9678409472,Sold 1 units for price $2475.554984262501 and investment $-11.518066034830056
196,611951.2999566615,Sold 1 units for price $2447.3321157143578 and investment $-12.526815186862494
197,614188.7044984903,Sold 1 units for price $2237.404541828811 and investment $-20.030101459271002
198,616493.6068816896,Sold 1 units for price $2304.9023831993427 and investment $-17.617575952503422
199,618903.0031252414,Sold 1 units for price $2409.396243551736 and investment $-13.88272905544668
200,616504.900181023,Bought 1 units for price $2398.1029442183553
201,613975.6842196444,Bought 1 units for price $2529.21596137862
202,611589.5523677028,Bought 1 units for price $2386.1318519415468
203,608878.5291923487,Bought 1 units for price $2711.0231753540843
204,606397.9084161737,Bought 1 units for price $2480.6207761750657
205,609139.2755888372,Sold 1 units for price $2741.367172663569 and investment $10.511336476450664
206,606257.0469120947,Bought 1 units for price $2882.228676742473
207,603510.4980689819,Bought 1 units for price $2746.548843112832
208,600538.1182850196,Bought 1 units for price $2972.3797839623207
209,597514.1735248201,Bought 1 units for price $3023.9447601994652
210,594384.0438991949,Bought 1 units for price $3130.1296256251835
211,591380.6662985662,Bought 1 units for price $3003.3776006288117
212,588290.4421075131,Bought 1 units for price $3090.2241910530242
213,585336.2371408091,Bought 1 units for price $2954.204966703964
214,582357.4977862478,Bought 1 units for price $2978.739354561289
215,579241.1134429179,Bought 1 units for price $3116.384343329791
216,576112.9056305474,Bought 1 units for price $3128.20781237047
217,572887.0146799808,Bought 1 units for price $3225.890950566642
218,569549.2616561693,Bought 1 units for price $3337.7530238114587
219,566176.0303029876,Bought 1 units for price $3373.2313531818013
220,562789.877998888,Bought 1 units for price $3386.1523040995307
221,559419.6026316239,Bought 1 units for price $3370.27536726419
222,556039.4347857048,Bought 1 units for price $3380.167845919032
223,552665.4862709038,Bought 1 units for price $3373.948514800989
224,549286.0268071153,Bought 1 units for price $3379.459463788567
225,545928.28057065,Bought 1 units for price $3357.7462364653084
226,542576.2031936779,Bought 1 units for price $3352.0773769720618
227,539248.4809336206,Bought 1 units for price $3327.722260057292
228,535902.7133562814,Bought 1 units for price $3345.767577339212
229,532568.0347861797,Bought 1 units for price $3334.678570101735
230,529270.4433551106,Bought 1 units for price $3297.5914310690523
231,526021.525918583,Bought 1 units for price $3248.917436527598
232,522796.0131274169,Bought 1 units for price $3225.512791166155
233,519512.35954812204,Bought 1 units for price $3283.6535792948716
234,516238.96949292143,Bought 1 units for price $3273.390055200608
235,512962.72674968786,Bought 1 units for price $3276.2427432335717
236,509719.120838132,Bought 1 units for price $3243.6059115558965
237,506423.6464707952,Bought 1 units for price $3295.474367336796
238,503098.1033349879,Bought 1 units for price $3325.543135807345
239,499776.35512955114,Bought 1 units for price $3321.748205436733
240,496455.56324429467,Bought 1 units for price $3320.791885256481
241,493125.9230552301,Bought 1 units for price $3329.6401890645366
242,489809.1114607642,Bought 1 units for price $3316.811594465947
243,486519.826170982,Bought 1 units for price $3289.2852897822386
244,483236.6733906963,Bought 1 units for price $3283.152780285669
245,479948.5467196734,Bought 1 units for price $3288.1266710228883
246,476683.1896282932,Bought 1 units for price $3265.357091380178
247,473408.4954300676,Bought 1 units for price $3274.694198225648
248,470155.4607257859,Bought 1 units for price $3253.0347042817275
249,466918.275634254,Bought 1 units for price $3237.185091531913
250,463672.00440159196,Bought 1 units for price $3246.271232662053
251,460437.1622896765,Bought 1 units for price $3234.84211191549
252,457179.3070394349,Bought 1 units for price $3257.8552502415564
253,453948.5221491162,Bought 1 units for price $3230.784890318677
254,450727.2418653349,Bought 1 units for price $3221.280283781313
255,447487.20783768554,Bought 1 units for price $3240.0340276493707
256,444247.309155061,Bought 1 units for price $3239.8986826244814
257,441023.93162119767,Bought 1 units for price $3223.377533863353
258,437799.91411908367,Bought 1 units for price $3224.017502113994
259,434578.7010672495,Bought 1 units for price $3221.213051834173
260,431373.3367676522,Bought 1 units for price $3205.364299597311
261,428182.1920511609,Bought 1 units for price $3191.1447164912843
262,424989.6609315926,Bought 1 units for price $3192.5311195683503
263,421798.2094207266,Bought 1 units for price $3191.451510865991
264,418629.41081658483,Bought 1 units for price $3168.798604141729
265,415460.8582887563,Bought 1 units for price $3168.5525278285463
266,412319.23348785023,Bought 1 units for price $3141.6248009060573
267,409186.7085776982,Bought 1 units for price $3132.524910152016
268,406050.7358672331,Bought 1 units for price $3135.9727104651533
269,402904.82366324187,Bought 1 units for price $3145.9122039912068
270,399787.39566542854,Bought 1 units for price $3117.4279978133227
271,396674.63834923704,Bought 1 units for price $3112.7573161914947
272,393581.43027473177,Bought 1 units for price $3093.208074505243
273,390467.55965900794,Bought 1 units for price $3113.8706157238416
274,387326.59533239447,Bought 1 units for price $3140.964326613489
275,384172.94906076737,Bought 1 units for price $3153.646271627131
276,381032.4274336292,Bought 1 units for price $3140.521627138209
277,377898.79129398934,Bought 1 units for price $3133.6361396398065
278,374788.5003654707,Bought 1 units for price $3110.290928518605
279,371684.95864642214,Bought 1 units for price $3103.541719048571
280,368576.4976610688,Bought 1 units for price $3108.4609853533116
281,365456.3114168561,Bought 1 units for price $3120.1862442127244
282,362334.2596176008,Bought 1 units for price $3122.0517992552677
283,359213.7998065902,Bought 1 units for price $3120.459811010639
284,356117.16937135294,Bought 1 units for price $3096.6304352372417
285,353023.1339576568,Bought 1 units for price $3094.035413696149
286,349931.2874259928,Bought 1 units for price $3091.846531664019
287,346844.2878244271,Bought 1 units for price $3086.999601565637
288,343751.20396844647,Bought 1 units for price $3093.083855980665
289,340666.0343189144,Bought 1 units for price $3085.169649532069
290,337589.2478093271,Bought 1 units for price $3076.7865095872944
291,334514.62039319606,Bought 1 units for price $3074.6274161310107
292,331436.3462442147,Bought 1 units for price $3078.274148981378
293,328369.4313314703,Bought 1 units for price $3066.914912744381
294,325331.8705633545,Bought 1 units for price $3037.5607681157867
295,322285.1057528795,Bought 1 units for price $3046.7648104750106
296,319248.2138488536,Bought 1 units for price $3036.8919040259084
297,316208.7977035667,Bought 1 units for price $3039.416145286873
298,313186.2413251438,Bought 1 units for price $3022.5563784229657
299,310175.9665707966,Bought 1 units for price $3010.274754347175
300,307171.4510843503,Bought 1 units for price $3004.5154864463207
301,304175.45762290875,Bought 1 units for price $2995.9934614415624
302,301168.74519653834,Bought 1 units for price $3006.7124263704313
303,298182.554464386,Bought 1 units for price $2986.1907321522954
304,295184.59838104615,Bought 1 units for price $2997.956083339856
305,292194.9130746718,Bought 1 units for price $2989.6853063743365
306,289199.2589133163,Bought 1 units for price $2995.654161355525
307,286233.10071629356,Bought 1 units for price $2966.158197022769
308,283262.8357888888,Bought 1 units for price $2970.2649274047335
309,280324.69393907074,Bought 1 units for price $2938.1418498180547
310,277405.2929549077,Bought 1 units for price $2919.4009841630623
311,274512.2398173129,Bought 1 units for price $2893.0531375948012
312,271573.4459741616,Bought 1 units for price $2938.793843151285
313,268621.42184721585,Bought 1 units for price $2952.0241269457865
314,265710.80268481956,Bought 1 units for price $2910.6191623963105
315,262823.1921175738,Bought 1 units for price $2887.610567245767
316,259882.9503318088,Bought 1 units for price $2940.241785765011
317,256906.21120340723,Bought 1 units for price $2976.739128401573
318,253944.39519956996,Bought 1 units for price $2961.816003837276
319,250966.78476426413,Bought 1 units for price $2977.610435305845
320,247981.9151620813,Bought 1 units for price $2984.869602182817
321,245015.30478929234,Bought 1 units for price $2966.6103727889763
322,242023.5198104595,Bought 1 units for price $2991.7849788328385
323,239031.4621025964,Bought 1 units for price $2992.0577078631154
324,236024.67636606266,Bought 1 units for price $3006.785736533728
325,233017.96485025887,Bought 1 units for price $3006.7115158037786
326,230012.27387412798,Bought 1 units for price $3005.6909761309034
327,227014.28471275183,Bought 1 units for price $2997.989161376147
328,224006.89791566643,Bought 1 units for price $3007.386797085416
329,220997.3122213259,Bought 1 units for price $3009.585694340537
330,217996.38363377916,Bought 1 units for price $3000.928587546738
331,215016.99163732736,Bought 1 units for price $2979.391996451803
332,212038.5523374031,Bought 1 units for price $2978.4392999242627
333,209059.8307222444,Bought 1 units for price $2978.7216151586786
334,206083.84670334213,Bought 1 units for price $2975.9840189022743
335,203146.0654289062,Bought 1 units for price $2937.7812744359176
336,200239.79551500213,Bought 1 units for price $2906.269913904067
337,197313.35372541443,Bought 1 units for price $2926.4417895877045
338,194388.75319011032,Bought 1 units for price $2924.6005353041096
339,191500.79394028147,Bought 1 units for price $2887.9592498288503
340,188631.625618615,Bought 1 units for price $2869.168321666439
341,185753.2503518673,Bought 1 units for price $2878.375266747716
342,182906.13211598867,Bought 1 units for price $2847.1182358786214
343,179983.18672427634,Bought 1 units for price $2922.945391712329
344,177058.75364889577,Bought 1 units for price $2924.433075380575
345,174158.24342127834,Bought 1 units for price $2900.51022761744
346,171234.58919218698,Bought 1 units for price $2923.6542290913508
347,168345.90436887517,Bought 1 units for price $2888.6848233118103
348,165498.2978999433,Bought 1 units for price $2847.606468931845
349,162657.68876758372,Bought 1 units for price $2840.609132359597
350,159731.3543210058,Bought 1 units for price $2926.334446577897
351,156848.65629782513,Bought 1 units for price $2882.698023180695
352,153930.00116834865,Bought 1 units for price $2918.65512947648
353,150991.90526827017,Bought 1 units for price $2938.0959000784674
354,148107.91197142875,Bought 1 units for price $2883.9932968414128
355,145226.14029341206,Bought 1 units for price $2881.771678016691
356,142381.40209367164,Bought 1 units for price $2844.738199740424
357,139449.33577175898,Bought 1 units for price $2932.066321912666
358,136495.77786153086,Bought 1 units for price $2953.5579102281145
359,133515.39692045818,Bought 1 units for price $2980.3809410726726
360,130502.20575343151,Bought 1 units for price $3013.191167026665
361,127481.2298053175,Bought 1 units for price $3020.9759481140004
362,124455.3614142623,Bought 1 units for price $3025.868391055202
363,121451.6820601777,Bought 1 units for price $3003.6793540845947
364,118432.13638423837,Bought 1 units for price $3019.545675939329
365,115426.66788898807,Bought 1 units for price $3005.4684952503053
366,112441.63049001567,Bought 1 units for price $2985.037398972403
367,109465.02194712889,Bought 1 units for price $2976.6085428867873
368,106469.90895015356,Bought 1 units for price $2995.112996975317
369,103485.49022524703,Bought 1 units for price $2984.418724906522
370,100481.45614446676,Bought 1 units for price $3004.03408078027
371,97467.16764597529,Bought 1 units for price $3014.2884984914726
372,94453.39409814021,Bought 1 units for price $3013.773547835088
373,91453.48937870839,Bought 1 units for price $2999.904719431827
374,88460.40784165835,Bought 1 units for price $2993.081537050039
375,85480.77921414563,Bought 1 units for price $2979.628627512724
376,82504.83379405212,Bought 1 units for price $2975.9454200935097
377,79514.41622034386,Bought 1 units for price $2990.4175737082487
378,76518.59097973522,Bought 1 units for price $2995.8252406086444
379,79491.61295615547,Sold 1 units for price $2973.0219764202543 and investment $-0.7611680374172067
380,82455.93811085944,Sold 1 units for price $2964.325154703964 and investment $-1.0514660694387077
381,85397.70912307408,Sold 1 units for price $2941.771012214631 and investment $-1.8043184783045507
382,88322.62104464986,Sold 1 units for price $2924.911921575784 and investment $-2.3670712854549962
383,91236.39285317424,Sold 1 units for price $2913.771808524383 and investment $-2.738925854953787
384,88319.01685754785,Bought 1 units for price $2917.3759956263957
385,91264.35654962211,Sold 1 units for price $2945.3396920742675 and investment $0.9585221956235259
386,88313.90231451906,Bought 1 units for price $2950.4542351030486
387,91268.09115990766,Sold 1 units for price $2954.188845388605 and investment $0.1265774686868127
388,94194.56059087139,Sold 1 units for price $2926.4694309637325 and investment $-0.8129190364641738
389,97112.32538171987,Sold 1 units for price $2917.76479084848 and investment $-1.1079461550579464
390,100001.97415961098,Sold 1 units for price $2889.6487778911046 and investment $-2.0608846084955568
391,102888.95790996822,Sold 1 units for price $2886.9837503572307 and investment $-2.1512106166798786
392,105780.59579376584,Sold 1 units for price $2891.637883797628 and investment $-1.993467670355724
393,108660.43099378268,Sold 1 units for price $2879.835200016837 and investment $-2.3934970502514896
394,105774.69889407867,Bought 1 units for price $2885.732099704014
395,102887.97848790411,Bought 1 units for price $2886.7204061745642
396,105761.32983239215,Sold 1 units for price $2873.351344488042 and investment $-0.46312284549368143
397,108604.800975933,Sold 1 units for price $2843.471143540856 and investment $-1.4982144630702794
398,111430.94403631403,Sold 1 units for price $2826.143060381029 and investment $-2.0984833052748364
399,108627.66898797288,Bought 1 units for price $2803.275048341153
400,105883.22363124251,Bought 1 units for price $2744.4453567303703
401,103131.15632881683,Bought 1 units for price $2752.0673024256844
402,100342.29017033309,Bought 1 units for price $2788.8661584837323
403,97559.28256153411,Bought 1 units for price $2783.0076087989696
404,100361.67435743568,Sold 1 units for price $2802.39179590157 and investment $0.6965193713920753
405,97535.60803319055,Bought 1 units for price $2826.0663242451233
406,94713.3811282868,Bought 1 units for price $2822.2269049037604
407,91857.09131385207,Bought 1 units for price $2856.2898144347223
408,94721.43800131787,Sold 1 units for price $2864.3466874658 and investment $0.282074773727833
409,91881.21259626468,Bought 1 units for price $2840.225405053188
410,89021.68405734941,Bought 1 units for price $2859.5285389152773
411,86145.37725180385,Bought 1 units for price $2876.306805545561
412,83294.42493578503,Bought 1 units for price $2850.952316018805
413,80460.01151096096,Bought 1 units for price $2834.4134248240775
414,77648.16705046664,Bought 1 units for price $2811.844460494317
415,74766.77222966343,Bought 1 units for price $2881.3948208032125
416,71896.0489651297,Bought 1 units for price $2870.723264533733
417,69016.62232318673,Bought 1 units for price $2879.426641942963
418,66132.56221384142,Bought 1 units for price $2884.060109345314
419,63200.10440595888,Bought 1 units for price $2932.457807882533
420,60254.463402663474,Bought 1 units for price $2945.6410032954113
421,57336.935643823264,Bought 1 units for price $2917.527758840213
422,54413.22764529289,Bought 1 units for price $2923.7079985303703
423,51467.39165649376,Bought 1 units for price $2945.835988799133
424,48524.36152123178,Bought 1 units for price $2943.0301352619767
425,45584.48371222942,Bought 1 units for price $2939.8778090023598
426,42658.29879019886,Bought 1 units for price $2926.184922030559
427,39731.049620069665,Bought 1 units for price $2927.2491701291924
428,36797.34395377071,Bought 1 units for price $2933.705666298959
429,33889.40319737222,Bought 1 units for price $2907.9407563984837
430,30984.35917759582,Bought 1 units for price $2905.044019776405
431,28083.907940984023,Bought 1 units for price $2900.451236611796
432,25176.832516002527,Bought 1 units for price $2907.0754249814977
433,22271.258703012427,Bought 1 units for price $2905.5738129901006
434,19363.85945047788,Bought 1 units for price $2907.3992525345466
435,16475.54125207161,Bought 1 units for price $2888.318198406273
436,13587.332452465631,Bought 1 units for price $2888.2087996059786
437,10709.12343427576,Bought 1 units for price $2878.20901818987
438,7813.346904308965,Bought 1 units for price $2895.7765299667944
439,4920.603309380138,Bought 1 units for price $2892.743594928827
440,2041.2161384286196,Bought 1.0 units for price $2879.3871709515183
441,2041.2161384286196,Insuffucuent amount to buy unit price $2873.394094158812
442,2041.2161384286196,Insuffucuent amount to buy unit price $2867.246658641249
443,2041.2161384286196,Insuffucuent amount to buy unit price $2867.178402504811
444,2041.2161384286196,Insuffucuent amount to buy unit price $2834.3944459117906
445,2041.2161384286196,Insuffucuent amount to buy unit price $2815.4475188676183
446,2041.2161384286196,Insuffucuent amount to buy unit price $2805.3559815318818
447,2041.2161384286196,Insuffucuent amount to buy unit price $2818.456760382066
448,2041.2161384286196,Insuffucuent amount to buy unit price $2798.3585941260303
449,2041.2161384286196,Insuffucuent amount to buy unit price $2800.7168514597606
450,2041.2161384286196,Insuffucuent amount to buy unit price $2854.882641004645
451,2041.2161384286196,Insuffucuent amount to buy unit price $2824.2273149643665
452,2041.2161384286196,Insuffucuent amount to buy unit price $2832.561838327151
453,2041.2161384286196,Insuffucuent amount to buy unit price $2832.9413656174306
454,2041.2161384286196,Insuffucuent amount to buy unit price $2822.4697236177253
455,2041.2161384286196,Insuffucuent amount to buy unit price $2808.486376846513
